stt,question,answer
19,"Đánh giá, lựa chọn dự án đầu tư trong phân tích hiệu quả tài chính cần xem xét
chỉ tiêu:
a. NPV.
b. NPV và IRR.
c. NPV, IRR và thời gian hoàn vốn.
d. NPV hoặc IRR hoặc thời gian hoàn vốn.",C 
20,"Suất thu lời nội tại IRR là:
a. Khả năng cho lãi của dự án.
b. Suất chiết khấu của dự án.
c. Chi phí sử dụng vốn của dự án.
d. Không câu nào đúng.",A 
21,"Mức độ chính xác của giá thành sản phẩm xây dựng phụ thuộc vào:
a. Mức độ chi tiết, chính xác của thiết kế.
b. Mức độ chính xác của giá cả các yếu tố đầu vào.
c. Năng lực của các kỹ sư.
d. Câu a, b và c.",D 
22,"Giá hợp đồng theo đơn giá cố định được tính toán đầy đủ cho yếu tố:
a. Thay đổi khối lượng công việc.
b. Trượt giá trong thời gian thực hiện hợp đồng.
c. Câu a hoặc b.
d. Câu a và b.",B 
23,"Phương pháp điều chỉnh giá hợp đồng xây dựng bao gồm:
a. Phương pháp bù trừ trực tiếp.
b. Phương pháp điều chỉnh bằng công thức điều chỉnh.
c. Phương pháp bù trừ trực tiếp và phương pháp trọng số.
d. Câu a và b.",D 
24,"Khi điều chỉnh tiến độ hợp đồng làm kéo dài tiến độ thực hiện hợp đồng (bao
gồm cả thời gian được kéo dài tiến độ thực hiện hợp đồng theo quy định của
hợp đồng xây dựng) thì:
a. Chủ đầu tư và nhà thầu thỏa thuận, thống nhất việc điều chỉnh.
b. Chủ đầu tư và nhà thầu thỏa thuận, thống nhất việc điều chỉnh và sau đó
phải báo cáo với người quyết định đầu tư.
c. Chủ đầu tư và nhà thầu thỏa thuận, thống nhất việc điều chỉnh nhưng trước
đó phải báo cáo với người quyết định đầu tư.
d. Chủ đầu tư phải báo cáo Người có thẩm quyền quyết định đầu tư xem xét,
quyết định.",D 
25,"Những công tác nào phải được giám sát chặt chẽ trong quá trình thi công xây
dựng công trình?
a. Chỉ những công tác quan trọng.
b. Mọi công tác thi công xây dựng.
c. Những công việc sau này bị che khuất do vật liệu khác lấp phủ.
d. Những công tác ảnh hưởng đến việc thi công tiếp theo.",B 
26,"Những yêu cầu nào đối với công tác giám sát trong quá trình thi công xây dựng
công trình?
a. Giám sát thi công đúng thiết kế được phê duyệt, đúng tiêu chuẩn, quy chuẩn
áp dụng, quy định về quản lý, sử dụng vật liệu xây dựng, chỉ dẫn kỹ thuật và
hợp đồng xây dựng.
b. Giám sát theo đúng yêu cầu của chủ đầu tư.
c. Giám sát theo yêu cầu của Ban quản lý dự án.
d. Giám sát theo hướng dẫn của chuyên gia.",A 
27,"Nhà thầu phải lập, trình chủ đầu tư chấp thuận kế hoạch tổng hợp về an toàn
lao động khi nào?
a. Theo tiến độ thực hiện hợp đồng.
b. Trước khi thi công công việc quan trọng của công trình.
c. Trước khi khởi công xây dựng công trình.
d. Khi nào chủ đầu tư yâu cầu.",C 
28,"Quản lý rủi ro trong dự án đầu tư được thực hiện:
a. Trong suốt quá trình quản lý dự án.
b. Cho các công tác có nguy cơ gây ra thiệt hại lớn cho dự án.
c. Cho các công tác găng trên tiến độ dự án.
d. Theo yêu cầu của chủ đầu tư.",A 
29,"Huấn luyện an toàn lao động trên công trường là biện pháp nào trong việc xử
lý rủi ro?
a. Giảm thiểu rủi ro.
b. Phòng ngừa rủi ro.
c. Chuyển giao rủi ro.
d. Dự phòng yếu tố bất ngờ.",B 
30,"Chọn đáp án sai - Đơn giá xây dựng chi tiết của công trình được xác định trên
cơ sở:
a. Định mức xây dựng
b. Giá vật tư, vật liệu, cấu kiện xây dựng.
c. Định mức chi phí tư vấn xây dựng.
d. Giá nhân công, giá ca máy và thiết bị thi công.",C 
31,"Kế hoạch tổng hợp về an toàn lao động đã được chủ đầu tư chấp thuận có được
điều chỉnh trong quá trình thi công không?
a. Có, nếu kiểm tra thấy kế hoạch đã được lập không đảm bảo an toàn.
b. Có, do nhà thầu quyết định nếu thấy cần thiết.
c. Có, do chủ đầu tư quyết định nếu thấy cần thiết.
d. Không được điều chỉnh.",A 
32,"Nội dung nào sau đây là phân tích độ nhạy trong dự án đầu tư?
a. Đánh giá sự thay đổi của NPV khi giá nguyên vật liệu đầu vào của dự án có
một số thay đổi (tăng, giảm).
b. Đánh giá sự thay đổi của NPV khi giá nguyên vật liệu đầu vào và giá bán
sản phẩm dự án cùng thay đổi (tăng, giảm).
c. Đánh giá sự thay đổi của IRR khi giá bán sản phẩm của dự án có một số thay
đổi (tăng, giảm).
d. Câu a, b và c.",D 
33,"Vốn vay ngắn hạn ngân hàng của dự án đầu tư là để:
a. Bổ sung vốn lưu động cho dự án.
b. Bổ sung vốn cố định cho dự án.
c. Mua cổ phiếu của dự án.
d. Mua máy móc thiết bị nâng cấp công nghệ cho dự án.",A 
34,"Trình tự nghiệm thu thiết bị đã lắp đặt gồm:
a. Nghiệm thu tĩnh - Nghiệm thu chạy thử không tải - Nghiệm thu chạy thử có
tải.
b. Nghiệm thu chạy thử không tải - Nghiệm thu chạy thử có tải - Nghiệm thu
tĩnh.
c. Nghiệm thu chạy thử có tải - Nghiệm thu chạy thử không tải - Nghiệm thu
tĩnh.
d. Theo yêu cầu của chủ đầu tư.",A 
35,"Trong quá trình triển khai thực hiện dự án, việc kiểm tra thực hiện tiến độ các
công việc bằng cách nào?
a. Kiểm tra kết quả thực hiện so với tiến độ chi tiết đã được chủ đầu tư phê
duyệt
b. Kiểm tra thường xuyên qua báo cáo, thống kê.
c. Kiểm tra đột xuất trên sơ đồ tiến độ tại thời điểm kiểm tra (tính theo tỷ lệ
thực hiện).
d. Câu a, b và c.",D 
36,"Bộ phận điều hành dự án của chủ đầu tư có trách nhiệm gì trong quản lý về an
toàn lao động trong quá trình thi công xây dựng công trình?
a. Giám sát việc thực hiện của nhà thầu tuân thủ các biện pháp thi công và biện
pháp đảm bảo an toàn đã được phê duyệt.
b. Giám sát tuân thủ các quy phạm kỹ thuật an toàn trong thi công xây dựng.
c. Kiểm tra, báo cáo chủ đầu tư xử lý vi phạm, dừng thi công và yêu cầu khắc
phục khi nhà thầu vi phạm các quy định về an toàn trên công trường.
d. Câu a, b và c.",D 
37,"Khi nào cần phải tiến hành quan trắc biến dạng (lún, chuyển dịch ngang) trong
thi công xây dựng công trình?
a. Khi công trình có sự cố hoặc nguy cơ xảy ra sự cố.
b. Trong suốt quá trình xây dựng.
c. Khi có quy định trong thiết kế được duyệt.
d. Khi Tư vấn giám sát yêu cầu.",B 
38,"Các chi phí nào sau đây không được đưa vào quyết toán hợp đồng xây dựng?
a. Các chi phí phát sinh do điều chỉnh thiết kế xây dựng.
b. Các chi phí của các khối lượng phá đi làm lại do lỗi của nhà thầu.
c. Chi phí thiệt hại do nguyên nhân bất khả kháng theo quy định của pháp luật.
d. Câu a, b và c.",B 
39,"Công tác giám sát lắp đặt thiết bị công nghệ bao gồm các nội dung nào dưới
đây?
a. Giám sát trước lắp đặt.
b. Giám sát quá trình lắp đặt.
c. Giám sát quá trình thử nghiệm và nghiệm thu.
d. Câu a, b và c.",D 
40,"Khi giám sát chạy thử thiết bị công nghệ cần thực hiện công việc kiểm tra nào
dưới đây?
a. Kiểm tra tổng thể thiết bị trước khi chạy thử.
b. Kiểm tra quy trình, tiêu chuẩn áp dụng, trình tự chạy thử.
c. Kiểm tra lệnh chạy thử.
d. Câu a, b và c.",D 
41,"Quy định nào là đúng về việc phân kỳ đầu tư ?
a. Được thể hiện trong Báo cáo nghiên cứu khả thi đầu tư xây dựng và quyết
định đầu tư xây dựng,
b. Phù hợp với tiến độ, thời gian thực hiện dự án trong nội dung quyết định
hoặc chấp thuận chủ trương đầu tư xây dựng
c. Câu a và b đều đúng.
d. Các câu a, b và c đều sai.",C 
42,"Quản lý quy mô trong dự án đầu tư xây dựng là gì?
a. Xác định phạm vi dự án.
b. Lập kế hoạch quản lý quy mô.
c. Kiểm soát thay đổi quy mô.
d. Câu a, b và c.",D 
43,"Chủ thể nào quyết định việc điều chỉnh dự án đầu tư xây dựng sử dụng nguồn
vốn khác?
a. Chủ đầu tư.
b. Người quyết định đầu tư.
c. Cơ quan quản lý nhà nước khu vực có dự án.
d. Đơn vị cấp phép xây dựng.",B 
44,"Chi phí rà phá bom mìn và vật liệu nổ thuộc chi phí nào trong tổng mức đầu
tư?
a. Chi phí bồi thường, hỗ trợ và tái định cư.
b. Chi phí xây dựng.
c. Chi phí khác.
d. Chi phí tư vấn đầu tư.",C 
45,"Cấp công trình được xác định theo các tiêu chí nào sau đây?
a. Kích thước (dài, rộng, cao) của công trình; tải trọng lớn nhất của công trình.
b. Quy mô kết cấu; tải trọng lớn nhất của công trình.
c. Mức độ quan trọng, quy mô công suất; quy mô kết cấu.
d. Quy mô kết cấu; kích thước (dài, rộng, cao) của công trình.",C 
46,"Công trình A (công trình độc lập) nếu áp dụng tiêu chí mức độ quan trọng, quy
mô công suất thuộc công trình cấp I, nếu áp dụng tiêu chí quy mô kết cấu thuộc
công trình cấp II. Vậy công trình A thuộc công trình cấp mấy?
a. Cấp I.
b. Cấp II.
c. Câu a hoặc b đều đúng.
d. Cần bổ sung thêm tải trọng lớn nhất của công trình trước khi xác định cấp
công trình A.",A 
47,"Chọn đáp án đúng:
a. Trong bảng tiến độ đường găng là đường có tổng thời gian ngắn nhất.
b. Trong bảng tiến độ đường găng là đường có tổng thời gian dài nhất.
c. Trong bảng tiến độ luôn luôn chỉ có một đường găng.
d. Tổng thời gian các công tác găng sẽ bằng thời gian của đường găng.",B 
48,"Kiểm soát tiến độ sẽ ưu tiên cho các công tác:
a. Công tác có thời gian thực hiện dài.
b. Cho tất cả công tác.
c. Công tác găng.
d. Công tác không găng.",C 
49,"Chủ thể nào phải lập tiến độ chi tiết của gói thầu thi công xây dựng?
a. Chủ đầu tư.
b. Ban quản lý dự án.
c. Nhà thầu thi công xây dựng.
d. Câu a, b và c.",C 
50,"Quy trình quản lý chất lượng dự án đầu tư xây dựng gồm:
a. Lập kế hoạch chất lượng - Kiểm soát chất lượng - Cải tiến chất lượng - Đánh
giá và báo cáo chất lượng.
b. Lập kế hoạch chất lượng - Đảm bảo chất lượng - Kiểm soát chất lượng - Cải
tiến chất lượng - Đánh giá và báo cáo chất lượng.
c. Lập kế hoạch chất lượng - Kiểm soát chất lượng - Đảm bảo chất lượng - Cải
tiến chất lượng - Đánh giá và báo cáo chất lượng.
d. Lập kế hoạch chất lượng - Đảm bảo chất lượng - Kiểm soát chất lượng -
Đánh giá và báo cáo chất lượng - Cải tiến chất lượng.",B 
51,"Theo quy định hiện hành, người có thẩm quyền quyết định việc xây dựng công
trình khẩn cấp là:
a. Người đứng đầu cơ quan trung ương
b. Chủ tịch Ủy ban nhân dân các cấp có thẩm quyền quyết định việc xây dựng
công trình khẩn cấp thuộc phạm vi quản lý bằng lệnh xây dựng công trình khẩn
cấp.
c. Chủ đầu tư dự án
d. Đáp án a và b đều đúng",D 
52,"Tiến độ thi công xây dựng công trình được nhà thầu lập trước khi triển khai thi
công phải đáp ứng được yêu cầu nào sau đây?
a. Phù hợp với thời gian thực hiện hợp đồng
b. Phù hợp với thời gian được phê duyệt của chủ trương đầu tư
c. Phải được Chủ đầu tư phê duyệt
d. Đáp án a và b đều đúng",C 
53,"Tiến độ thi công xây dựng do nhà thầu lập phải dáp ứng các điều kiện nào sau
đây?
a. Phù hợp với thời gian thực hiện hợp đồng
b. Phù hợp với thời gian được phê duyệt của chủ trương đầu tư
c. Phải được Chủ đầu tư phê duyệt
d. Đáp án a và b đều đúng",B 
54,"Trong quá trình triển khai thực hiện dự án, việc điều chỉnh tổng tiến độ dự án
thuộc thẩm quyền của ai?
a. Giám đốc Ban quản lý dự án khu vực hoặc Ban quản lý dự án chuyên ngành
b. Người quyết định đầu tư dự án
c. Chủ đầu tư, nhà thầu thi công xây dựng, tư vấn giám sát
d. Đáp án a và b đều đúng",B 
55,"Chủ thể nào phải có trách nhiệm thông báo về nhiệm vụ, quyền hạn của các cá
nhân trong hệ thống quản lý chất lượng cho các nhà thầu liên quan theo quy
định:
a. Chủ đầu tư hoặc nhà thầu giám sát
b. Nhà thầu thi công xây dựng
c. Nhà thầu thiết kế
d. Tất cả đáp án đều đúng",A 
56,"Nội dung nào sau đây thuộc giai đoạn thực hiện dự án
a. Phê duyệt thiết kế cơ sở
b. Phê duyệt quy hoạch chi tiết xây dựng
c. Lập dự toán xây dựng
d. Tất cả các đáp án đều đúng",C 
57,"Nội dung nào sau đây không thuộc giai đoạn kết thúc dự án
a. Quyết toán hợp đồng
b. Quyết toán dự án hoàn thành
c. Bàn giao công trình đưa vào sử dụng
d. Bảo hành công trình xây dựng",C 
58,"Nhiệm vụ khảo sát xây dựng được lập cho trường hợp nào sau đây:
a. Lập dự án đầu tư xây dựng
b. Thiết kế xây dựng
c. Thiết kế sửa chữa, cải tạo
d. Tất cả đáp án đều đúng",D 
59,"Chỉ dẫn kỹ thuật của hồ sơ thiết kế xây dựng phải phù hợp với quy định nào
sau đây:
a. Quy chuẩn quốc gia
b. Tiêu chuẩn áp dụng cho công trình đã được phê duyệt
c. Yêu cầu của thiết kế
d. Tất cả đáp án đều đúng",D 
60,"Khi lập nhiệm vụ khảo sát ở bước thiết kế xây dựng sau, thì cần phải xem xét
nội dung nào sau đây:
a. Nhiệm vụ khảo sát và kết quả khảo sát được thực hiện ở bước thiết kế trước
b. Kết quả khảo sát có liên quan được thực hiện trước đó (nếu có)
c. Đáp án a và b đều đúng
d. Không có đáp án nào đúng",C 
61,"Hai phương án (A và B) của 1 dự án có tuổi thọ và vốn đầu tư như
nhau.Phương án A sẽ được chọn vì:
a. Thời gian hoàn vốn của A nhanh hơn của B
b. NPV của A lớn hơn của B
c. Chi phí vận hành hàng năm của A nhỏ hơn B
d. IRRA> IRRB> MARR",C 
62,"Có 2 phương án A và B với IRRB>IRRA>MARR, phương án được chọn là:
a. Phương án A
b. Phương án B
c. Chưa xác định
d. Cả phương án A và phương án B",C 
63,"Có 2 phương án A và B, vốn đầu tư ban đầu của B lớn hơn của A với
IRRB>IRRA và IRRA<MARR thì phương án được chọn là:
a. Phương án A
b. Phương án B
c. Cả Phương án A và B đều bị loại
d. Chưa xác định",D 
64,"Có 2 phương án có số vốn ban đầu bỏ ra bằng nhau, thu nhập hoàn vốn hàng
năm bằng nhau, khi đó:
a. Phương án có tuổi thọ dài hơn sẽ bị loại bỏ
b. Phương án có tuổi thọ dài hơn sẽ được chọn
c. Chưa xác định
d. Cả hai phương án đều bị loại bỏ",C 
65,"Trong phân tích kinh tế - xã hội của dự án đầu tư, thuế thu nhập doanh nghiệp:
a. Là một khoản do doanh nghiệp phải bỏ ra để nộp cho nhà nước nên phải tính
vào dòng chi.
b. Là một khoản mà Nhà nước và xã hội được hưởng từ doanh nghiệp nên
được tính vào dòng thu.
c. Không coi là chi phí cũng không được tính vào dòng thu
d. Không câu nào đúng",B 
66,"Đối với các dự án đầu tưphục vụ công cộng thì:
a. Phải đạt hiệu quả cao về mặt tài chính
b. Phải có hiệu quả về mặt kinh tế - xã hội
c. Phải đạt hiệu quả cả về tài chính và kinh tế - xã hội
d. Hoàn toàn không quan tâm đến hiệu quả về mặt tài chính",B 
67,"Một dự án có NPV = 0, vậy:
a. NFV > 0
b. NFV = 0
c. NFV < 0
d. Chưa xác định",B 
68,"Tìm câu trả lời sai đối với các đáp án dưới đây - Chỉ tiêu NPV có nhược điểm
là:
a. Phụ thuộc nhiều vào suất chiết khấu
b. Chưa nói lên được hiệu quả sử dụng của một đồng vốn
c. Không được sử dụng để lựa chọn các phương án/dự án loại bỏ nhau nếu tuổi
thọ khác nhau
d. Phải xác định rõ ràng dòng thu chi của dự án",C 
69,"Nội dung nào sau đây không phải là tác dụng của dự án đầu tư:
a. Là một phương án sản xuất kinh doanh hàng năm của doanh nghiệp.
b. Là cơ sở để xây dựng kế hoạch thực hiện đầu tư.
c. Là cơ sở để thẩm định và quyết định tài trợ vốn.
d. Là căn cứ đề nghị vay vốn, hưởng ưu đãi đầu tư.",A 
70,"Một dự án đầu tư có 3 phương án thực hiện, khi đó mối quan hệ giữa 3 phương
án sẽ là:
a. Phụ thuộc nhau
b. Độc lập với nhau
c. Loại trừ nhau
d. Bổ sung nhau",C 
71,"Vì sao phải có thiết kế cơ sở trong hồ sơ Báo cáo nghiên cứu khả thi:
a. Là cơ sở để quản lý dự án.
b. Không phải là cơ sở để lập Tổng mức đầu tư.
c. Là căn cứ để quyết định đầu tư xây dựng.
d. Là cơ sở để tiến hành lập Dự toán xây dựng công trình.",C 
72,"Tìm câu trả lời sai đối với các đáp án dưới đây: Dự án đầu tư có vai trò:
a. Là cơ sở để quyết định đầu tư xây dựng.
b. Là cơ sở để bố trí kế hoạch vốn đầu tư.
c. Là cơ sở đề điều chỉnh quy hoạch xây dựng.
d. Là cơ sở để xây dựng kế hoạch thực hiện đầu tư",C 
73,"Tìm câu trả lời sai: Dự án đầu tư có vai trò:
a. Là văn kiện cơ bản để người có thẩm quyền quyết định đầu tư xây dựng.
b. Là một bộ phận trong hợp đồng giữa chủ đầu tư và nhà thầu thi công xây
dựng
c. Là căn cứ để theo dõi đánh giá và điều chỉnh những tồn đọng, vướng mắc
trong quá trình thực hiện và khai thác dự án
d. Có tác dụng tích cực để giải quyết những vấn đề nảy sinh trong quan hệ giữa
các bên liên quan",B 
74,"Tìm câu trả lời sai. Suất thu lời nội tại IRR là:
a. Khả năng cho lãi của dự án
b. Lãi suất vay vốn đầu tư
c. Nếu dùng nó làm suất chiết khấu thì NPV=0
d. Là lãi suất cao nhất có thể vay vốn để đầu tư mà không bị lỗ",B 
75,"Tìm câu trả lời sai. Phân tích kinh tế - xã hội nhằm mục đích:
a. Đảm bảo cho lợi ích của chủ đầu tư không trái với lợi ích của Nhà nước và
xã hội
b. Thuyết phục cơ quan có thẩm quyền chấp nhận dự án
c. Tìm đối tác liên doanh
d. Tranh thủ sự ủng hộ của nhân dân và chính quyền địa phương",C 
76,"Doanh nghiệp thường chọn dự án đầu tư xây dựng có thời gian hoàn vốn ngắn
để:
a. Giảm rủi ro
b. Giảm ứ đọng vốn
c. Tăng tốc độ luân chuyển vốn
d. Tất cả các ý trên",D 
77,"Lựa chọn câu đúng nhất đối với các đáp án dưới đây - Dự án đầu tư xây dựng
có độ nhạy cao là:
a. Dự án có độ rủi ro cao.
b. Dự án có các chỉ tiêu hiệu quả thay đổi nhiều khi các yếu tố liên quan đến
chúng thay đổi.
c. Dự án có các yếu tố đầu vào dễ thay đổi.
d. Dự án có các yếu tố đầu vào ít thay đổi.",B 
78,"Vai trò của đầu tư xây dựng là:
a. Thúc đẩy tăng trưởng kinh tế
b. Tăng cường khả năng công nghệ của đất nước
c. Tác động chuyển dịch cơ cấu kinh tế
d. Tất cả các ý trên",D 
79,"Dự án đầu tư xây dựng là một tập hồ sơ tài liệu trình bày một cách chi tiết một
hoạt động đầu tư nhằm:
a. Đạt được mục tiêu của chủ đầu tư
b. Đạt mục tiêu lợi nhuận
c. Tránh lãng phí
d. Tránh đầu tư dàn trải",A 
80,"Hồ sơ dự án đầu tư xây dựng là do ai lập:
a. Chủ đầu tư hoặc tư vấn do Chủ đầu tư thuê lập
b. Nhà thầu thi công xây dựng lập
c. Cơ quan cho vay vốn lập
d. Người có thẩm quyền quyết định đầu tư lập",A 
81,"Chủ nhiệm lập dự án phải là người:
a. Có trình độ quản lý tốt
b. Có trình độ tổng hợp về kinh tế - kỹ thuật
c. Có kinh nghiệm lập dự án, có uy tín và đạo đức nghề nghiệp
d. Tất cả các ý trên",D 
82,"Trong phân tích tài chính dự án đầu tư các dòng thu chi phải xét đến giá trị thời
gian của tiền là vì:
a. Do tiền có giá trị thời gian
b. Thời gian xây dựng và khai thác dài
c. Các khoản thu, chi của dự án phát sinh tại các thời điểm khác nhau
d. Tất cả các ý trên",D 
83,"Suất thu lời nội tại IRR là lãi suất mà nếu dùng nó làm suất chiết khấu thì:
a. NPV>0
b. NPV=0
c. NPV<0
d. Không liên quan đến NPV",B 
84,"Suất thu lời nội tại IRR là:
a. Khả năng cho lãi của dự án
b. Suất chiết khấu của dự án
c. Chi phí sử dụng vốn của dự án
d. Không câu nào đúng",A 
85,"Phân tích tài chính là việc đánh giá dự án trên góc độ của:
a. Chủ đầu tư
b. Nhà thầu
c. Nhà nước
d. Tổ chức cho vay vốn",A 
86,"Phân tích kinh tế - xã hội được tiến hành đứng trên góc độ lợi ích của:
a. Chủ đầu tư
b. Toàn bộ nền kinh tế
c. Tổ chức cho vay vốn
d. Tổ chức tài trợ",B 
87,"Các dự án đầu tư xây dựng phải được quan tâm đến yêu cầu nào?
a. Thẩm định cả về phương diện hiệu quả tài chính và hiệu quả kinh tế - xã hội
b. Đối với các dự án do doanh nghiệp đầu tư thì chỉ cần quan tâm đến hiệu quả
tài chính
c. Đối với các dự án do Nhà nước đầu tư thì chỉ cần quan tâm đến hiệu quả
kinh tế - xã hội
d. Không câu nào đúng",A 
88,"Mức độ chính xác của giá sản phẩm xây dựng phụ thuộc vào:
a. Mức độ chi tiết, chính xác của thiết kế
b. Mức độ chính xác của giá cả các yếu tố đầu vào
c. Năng lực của các kỹ sư
d. Tất cả các ý trên",D 
89,"Mục đích của việc kiểm soát chi phí là:
a. Đảm bảo cho chi phí hiện tại không được vượt quá tầm kiểm soát.
b. Đảm bảo cho các chi phí trong tương lai không được vượt quá tầm kiểm
soát.
c. Cả ý a và b
d. Đảm bảo chi phí thực hiện đúng như với ngân sách đã lập ra ban đầu.",C 
