stt,question,answer
11,"Đồ án quy hoạch phân khu đã được phê duyệt là cơ sở để:
a.Xác định các dự án đầu tư xây dựng trong đô thị .
b.Xác định và lập quy hoạch chi tiết.
c.Xác định các dự án đầu tư xây dựng trong đô thị và lập quy hoạch chi tiết.
d.Xác định các khu vực đầutư xây dựng và lập quy hoạch chi tiết.",C 
12,"Nội dung đồ án quy hoạch chi tiết bao gồm:
a.Xác định chỉ tiêu về dân số, hạ tầng xã hội, hạ tầng kỹ thuật và yêu cầu tổ
chức không gian, kiến trúc cho toàn khu vực quy hoạch;
b.Bố trí công trình hạ tầng xã hội phù hợp với nhu cầu sử dụng; chỉ tiêu sử
dụng đất và yêu cầu về kiến trúc công trình đối với từng lô đất; bố trí mạng
lưới các công trình hạ tầng kỹ thuật đến ranh giới lô đất; đánh giá môi trường
chiến lược.
c.Cả 2 phương án trên
d.Cả 3 phương án trên đều sai.",C 
13,"Bản vẽ của đồ án quy hoạch chi tiết được thể hiện theo tỷ lệ nào theo các
phương án dưới đây:
a.Tỷ lệ 1/500 .
b.Tỷ lệ 1/200.
c.Tỷ lệ 1/500 hoặc 1/200.
d.Cả 3 phương án trên.",A 
14,"Quy hoạch hạ tầng kỹ thuật đô thị được lập cho các đối tượng sau đây:
a.Giao thông đô thị; Cao độ nền và thoát nước mặt đô thị;. Cấp nước đô thị;
Thoát nước thải đô thị; Cấp năng lượng và chiếu sáng đô thị; Thông tin liên
lạc; Nghĩa trang và xử lý chất thải rắn;
b.Giao thông đô thị; Hệ thống công trình ngầm; Cao độ nền và thoát nước mặt
đô thị;. Cấp nước đô thị; Thoát nước thải đô thị; Cấp năng lượng và chiếu sáng
đô thị; Thông tin liên lạc; Nghĩa trang và xử lý chất thải rắn.
c.Giao thông đô thị; Cao độ nền và thoát nước mặt đô thị;. Cấp nước đô thị;
Thoát nước thải đô thị; Cấp năng lượng và chiếu sáng đô thị; Thông tin liên
lạc; Nghĩa trang và xử lý rác thải.
d.Giao thông đô thị; Hệ thống công trình ngầm; Cao độ nền và thoát nước mặt
đô thị;. Cấp nước đô thị; Thoát nước thải đô thị; Cấp năng lượng và chiếu sáng
đô thị; Thông tin liên lạc; Nghĩa trang và xử lý rác thải.",A 
15,"Theo Quy chuẩn QCVN 01:2021/BXD, Trường hợp các công trình có chiều
cao ≥ 46 m, yêu cầu khoảng cách tối thiểu của công trình đối với xung quanh
là phương án nào dưới đây:
a.Khoảng cách giữa cạnh dài của các công trình phải > 25 m, giữa đầu hồi của
công trình với đầu hồi hoặc cạnh dài của công trình khác phải đảm bảo > 15 m.
b.Khoảng cách giữa cạnh dài của các công trình phải ≥ 25 m, giữa đầu hồi của
công trình với đầu hồi hoặc cạnh dài của công trình khác phải đảm bảo > 15 m.
c.Khoảng cách giữa cạnh dài của các công trình phải ≥ 25 m, giữa đầu hồi của
công trình với đầu hồi hoặc cạnh dài của công trình khác phải đảm bảo ≥ 15 m.
d.Khoảng cách giữa cạnh dài của các công trình phải >25 m, giữa đầu hồi của
công trình với đầu hồi hoặc cạnh dài của công trình khác phải đảm bảo ≥ 15 m.",C 
16,"Những cá nhân nào sau đây bắt buộc phải có chứng chỉ hành nghề trong hồ sơ
năng lực thực hiện một đồ án quy hoạch xây dựng?
a. Chủ nhiệm đồ án và chủ trì các bộ môn
b. Chủ nhiệm đồ án
c. Chủ trì phần thiết kế quy hoạch
d. Tất cả các thành viên tham gia thực hiện đồ án quy hoạch xây dựng",A 
17,"Theo Nghị định 15/2021/NĐ-CP, Giấy phép xây dựng được cấp lại trong
trường hợp:
a. Giấy phép xây dựng bị rách, bị nát hoặc bị mất
b. Giấy phép xây dựng bị quá hạn
c. Giấy phép xây dựng bị hủy
d. Giấy phép xây dựng bị quá hạn, bị hủy hoặc bị thu hồi",A 
18,"Theo Nghị định 15/2021/NĐ-CP, chủ đầu tư có trách nhiệm công khai giấy
phép xây dựng tại đâu?
a. Chủ đầu tư có trách nhiệm công khai giấy phép xây dựng trên trang thông tin
điện tử của mình
b. Chủ đầu tư có trách nhiệm công khai giấy phép xây dựng trên các phương
tiện thông tin đại chúng
c. Chủ đầu tư có trách nhiệm công khai giấy phép xây dựng tại địa điểm thi
công xây dựng trong suốt quá trình thi công xây dựng
d. Chủ đầu tư có trách nhiệm công khai giấy phép xây dựng trên trang thông
tin điện tử của mình và tại địa điểm thi công xây dựng.",C 
19,"Theo Nghị định 15/2021/NĐ-CP, việc Quản lý trật tự xây dựng được thực hiện
từ khi nào?
a. Từ khi khởi công xây dựng công trình cho đến khi công trình bàn giao đưa
vào sử dụng
b. Từ khi tiếp nhận thông báo khởi công, khởi công xây dựng công trình cho
đến khi xây dựng công trình
c. Từ khi tiếp nhận thông báo khởi công, khởi công xây dựng công trình cho
đến khi công trình bàn giao đưa vào sử dụng
d. Từ khi tiếp nhận thông báo khởi công, cho đến khi xây dựng công trình, bàn
giao đưa vào sử dụng và cả quá trình khai thác công trình.",C 
20,"Theo quy định của pháp luật về xây dựng, chứng chỉ hành nghề được cấp cho
cá nhân là công dân Việt Nam có hiệu lực tối đa trong bao lâu?
a. 3 năm
b. 4 năm
c. 5 năm
d. Theo giấy phép lao động nhưng không quá 5 năm",C 
21,"Theo quy định của pháp luật về xây dựng, điều kiện để lập quy hoạch chung
khu chức năng là gì?
a. Khu chức năng có diện tích 200 ha trở lên
b. Khu chức năng có diện tích 300 ha trở trở
c. Khu chức năng có diện tích 400 ha trở lên
d. Khu chức năng có diện tích 500 ha trở lên",D 
22,"Theo quy định của pháp luật xây dựng Việt Nam hiện hành thì có cần lập quy
hoạch chi tiết đối với dự án đầu tư xây dựng có quy mô nhỏ hơn 5 ha hay
không?
a. Bắt buộc phải thực hiện việc lập quy hoạch chi tiết tuy nhiên có thể lập theo
quy trình rút gọn.
b. Có thể lập dự án đầu tư xây dựng mà không phải lập quy hoạch chi tiết.
c. Chủ đầu tư có thể tổ chức lập quy hoạch chi tiết đối với dự án trong khu vực
đã có quy hoạch chung được phê duyệt.
d. Không bắt buộc phải thực hiện việc lập quy hoạch chi tiết xây dựng nhưng
chủ đầu tư có trách nhiệm lấy ý kiến bằng văn bản của cơ quan có thẩm quyền
phê duyệt quy hoạch chi tiết xây dựng.",A 
23,"Bản vẽ của đồ án quy hoạch phân khu xây dựng khu chức năng được thể hiện
theo tỷ lệ nào?
a. 1/2.000.
b. 1/5.000.
c. 1/10.000.
d.1/25.000.",A 
24,"Bản vẽ của đồ án quy hoạch chung đô thị mới được thể hiện theo tỷ lệ nào?
a. 1/5.000 hoặc 1/10.000
b. 1/10.000
c. 1/10.000 hoặc 1/25.000
d. 1/25.000",C 
25,"Thời hạn quy hoạch đối với quy hoạch chung đô thị mới là bao nhiêu năm?
a. 10 đến 20 năm
b. 20 đến 25 năm
c. 20 đến 30 năm
d. 10 đến 25 năm",B 
26,"Theo Quy chuẩn kỹ thuật quốc gia về Quy hoạch xây dựng
QCVN01:2021/BXD ban hành kèm theo thông tư 01/2021/TT-BXD, yêu cầu
về quy hoạch không gian xanh, đất cây xanh trong đô thị không cần phải đáp
ứng yêu cầu nào sau đây?
a. Không gian cây xanh trong đô thị, bao gồm không gian xanh tự nhiên và
không gian xanh nhân tạo phải được quy hoạch gắn kết với nhau thành một hệ
thống liên hoàn
b. Các chỉ tiêu đất cây xanh công cộng cho toàn đô thị và từng khu vực được
xác định trong quy hoạch chung, quy hoạch phân khu phải đáp ứng với mục
tiêu của quy hoạch và phù hợp đặc thù từng đô thị. Cây xanh sử dụng công
cộng phải quy hoạch để đảm bảo mọi người dân tiếp cận thuận lợi.
c. Phải ưu tiên sử dụng các loại cây xanh bản địa, đặc trưng vùng miền và phù
hợp với đô thị, bảo vệ được các cây quý hiếm, cây cổ thụ có giá trị. Chủng loại
cây xanh trong đô thị không được làm ảnh hưởng tới an toàn giao thông, phù
hợp với các yêu cầu về phòng chống thiên tai, không gây hư hại công trình bao
gồm cả phần ngầm và phần trên mặt đất, không tiết ra các chất độc hại hoặc
hấp dẫn côn trùng gây ảnh hưởng đến dân cư
d. Không gian xanh tự nhiên cần được bảo vệ tối đa, không gian xanh nhân tạo
phải được thiết kế đảm bảo giá trị đặc trưng của từng khu vực và phân bố hợp
lý trên toàn diện tích đất xây dựng đô thị để đảm bảo thuận lợi trong sử dụng.
Ưu tiên bảo tồn và bảo vệ và trồng các loại cây quý hiếm có giá trị.",D 
27,"Theo Quy chuẩn kỹ thuật quốc gia về Quy hoạch xây dựng
QCVN01:2021/BXD ban hành kèm theo thông tư 01/2021/TT-BXD, yêu cầu
về quy hoạch không gian xây dựng ngầm cần phải đáp ứng yêu cầu nào sau
đây?
a. Phải xác định được khu vực xây dựng, khu vực hạn chế xây dựng, khu vực
cấm xây dựng công trình ngầm
b. Phải xác định được vị trí, quy mô, hướng tuyến, phân tầng của hệ thống giao
thông ngầm, hệ thống tuy-nen, hào kỹ thuật, cống bể kỹ thuật, các khu vực xây
dựng công trình công cộng, công trình đầu mối hạ tầng kỹ thuật ngầm và dự
kiến đấu nối kỹ thuật, đấu nối không gian
c. Các công trình ngầm phải đảm bảo kết nối an toàn, đồng bộ với nhau và với
các công trình trên mặt đất về không gian và đấu nối hạ tầng kỹ thuật
d. Tất cả các đáp án trên",D 
28,"Theo Quy chuẩn kỹ thuật quốc gia về Quy hoạch xây dựng
QCVN01:2021/BXD ban hành kèm theo thông tư 01/2021/TT-BXD, yêu cầu
về mức độ thể hiện đồ án quy hoạch nào là đúng?
a. Tỷ lệ bản đồ 1/25000 phải thể hiện đến cấp đường liên khu vực hoặc tương
đương và ô đất giới hạn bởi các đường liên khu vực hoặc tương đương
b. Tỷ lệ bản đồ 1/5000 phải thể hiện đến cấp đường chính khu vực hoặc tương
đương và ô đất giới hạn bởi các đường chính khu vực hoặc tương đương
c. Tỷ lệ bản đồ 1/10000 phải thể hiện đến cấp đường đường khu vực hoặc
tương đương và ô đất giới hạn bởi các đường khu vực hoặc tương đương
d. Tất cả các đáp án trên",A 
29,"Theo Quy chuẩn kỹ thuật quốc gia về Quy hoạch xây dựng
QCVN01:2021/BXD ban hành kèm theo thông tư 01/2021/TT-BXD, yêu cầu
về mức độ thể hiện đồ án quy hoạch nào là đúng?
a. Tỷ lệ bản đồ 1/25.000 phải thể hiện đến cấp đường chính khu vực hoặc
tương đương và ô đất giới hạn bởi các đường chính khu vực hoặc tương đương
b. Tỷ lệ bản đồ 1/2.000 phải thể hiện đến cấp đường phân khu vực và ô đất giới
hạn bởi các đường phân khu vực
c. Tỷ lệ bản đồ 1/5.000 phải thể hiện đến cấp đường chính khu vực hoặc tương
đương và ô đất giới hạn bởi các đường chính khu vực hoặc tương đương
d. Tỷ lệ bản đồ 1/10.000 phải thể hiện đến cấp đường đường khu vực hoặc
tương đương và ô đất giới hạn bởi các đường khu vực hoặc tương đương",B 
30,"Theo Quy chuẩn kỹ thuật quốc gia về Quy hoạch xây dựng
QCVN01:2021/BXD ban hành kèm theo thông tư 01/2021/TT-BXD, yêu cầu
đối với các phân khu trong đô thị nào là đúng?
a. Các phân khu trong đô thị phải được tính toán, dự báo theo khả năng phát
triển theo từng giai đoạn quy hoạch và được quy hoạch gắn kết với nhau thành
một hệ thống liên hoàn
b. Phân khu trong đô thị phải dựa trên các giá trị đặc trưng trong từng khu vực
về điều kiện tự nhiên, kiến trúc cảnh quan và chức năng đô thị.
c. Phân khu trong đô thị phải xác định được hệ thống công trình hạ tầng xã hội
và hệ thống hạ tầng kỹ thuật cấp khu vực.
d. Tất cả các đáp án trên",B 
31,"Yêu cầu lựa chọn đất xây dựng đô thị nào sau đây là sai?
a. Có các lợi thế về kinh tế, xã hội, hạ tầng kỹ thuật và môi trường
b. Có đủ diện tích đất để phát triển đô thị trong giai đoạn 10 đến 15 năm
c. Không thuộc phạm vi khu vực được xác định để khai thác mỏ, bảo tồn thiên
nhiên
d. Không nằm trong phạm vi cấm xây dựng theo pháp luật về xây dựng",B 
32,"Cấu trúc phát triển không gian đô thị không bao hàm yếu tố nào?
a. Hình thái đô thị
b. Kinh tế đô thị
c. Quản lý đô thị
d. Sinh thái đô thị",C 
33,"Cấu trúc phát triển không gian đô thị xác định trên cơ sở nào?
a. Khung thiên nhiên của đô thị; Các điều kiện hiện trạng; Tiềm năng phát triển
đô thị;
b. Các điều kiện hiện trạng; Tiềm năng phát triển đô thị;
c. Khung thiên nhiên của đô thị; Các điều kiện hiện trạng;
d. Khung thiên nhiên của đô thị; Tiềm năng phát triển đô thị;",A 
34,"Yêu cầu nào không quy định bắt buộc đối với quy hoạch xây dựng công trình
công cộng ngầm đô thị?
a. Phải phù hợp với quy hoạch tổ chức không gian và hệ thống dịch vụ công
cộng của đô thị
b. Phải đảm bảo yêu cầu bố trí hỗn hợp nhiều loại chức năng khác nhau
c. Phải đảm bảo kết nối không gian thuận tiện và an toàn với các công trình
giao thông ngầm
d. Phải đảm bảo kết nối với hệ thống hạ tầng kỹ thuật ngầm chung của đô thị",B 
35,"Yêu cầu nào không quy định bắt buộc đối với quy hoạch cải tạo các khu vực cũ
trong đô thị?
a. Phù hợp với điều kiện hiện trạng về mật độ và tầng cao xây dựng
b. Phù hợp với giá trị lịch sử, giá trị kiến trúc và chất lượng của các công trình
hiện có
c. Đảm bảo yêu cầu về phòng cháy, chữa cháy, bãi đỗ xe, cơ sở hạ tầng kỹ
thuật khác
d. Đảm bảo quỹ đất dự trữ phát triển",D 
36,"Quy hoạch cải tạo các khu vực cũ trong đô thị, trong điều kiện nào thì được
phép xen cấy thêm các công trình khác?
a. Không được phép xen cấy bất kể điều kiện nào
b. Được phép xen cấy bất kể điều kiện nào
c. Khi quy mô trường học đảm bảo chuẩn quốc gia do Bộ Giáo dục và Đào tạo
quy định
d. Khi các công trình trường học, chợ, cây xanh đảm bảo chỉ tiêu về quy mô,
bán kính phục vụ",D 
37,"Quy hoạch xây dựng mới các đơn vị ở mới cần đảm bảo đường giao thông từ
cấp nào trở lên không chia cắt đơn vị ở?
a. Đường trục chính đô thị
b. Đường chính đô thị
c. Đường liên khu vực
d. Đường chính khu vực",B 
38,"Theo chiến lược phát triển nhà ở quốc gia đến năm 2020, tầm nhìn đến năm
2030 đã xác định đến năm 2030 diện tích sàn nhà ở tối thiểu và trung bình toàn
quốc tại đô thị là bao nhiêu m2/người?
a. 6/26
b. 8/25
c. 12/30
d. 15/30",C 
39,"Có bao nhiêu yêu cầu đối với việc phân khu chức năng trong quy hoạch điểm
dân cư nông thôn?
a. 4 yêu cầu
b. 5 yêu cầu
c. 6 yêu cầu
d. 7 yêu cầu",C 
40,"Tổng chỉ tiêu sử dụng đất (đất ở, đất công cộng, đất giao thông, đất hạ tầng cây
xanh) của điểm dân cư nông thôn là:
a. 35m2/người
b. 37m2/người
c. 40m2/người
d. 45m2/người",B 
41,"Các loại đồ án quy hoạch vùng nào ở Việt Nam được lập theo quyết định của
thủ tướng Chính phủ:
a. Vùng liên tỉnh; vùng chức năng đặc thù; vùng dọc tuyến đường cao tốc;
hành lang kinh tế liên tỉnh.
b. Vùng tỉnh; vùng liên huyện.
c. Vùng huyện; vùng liên xã.
d. A; B và C",B 
42,"Thiết kế đô thị là:
a. Một đồ án quy hoạch đô thị.
b. Một nội dung của đồ án quy hoạch đô thị.
c. Một đồ án quy hoạch xây dựng.
d. Một nội dung của đồ án quy hoạch xây dựng.",B 
43,"Xác định phạm vi Đánh giá Môi trường Chiến lược (ĐMC) nhằm đảm bảo quá
trình ĐMC tập trung vào những vấn đề quan trọng nhất và cung cấp được bức
tranh toàn diện về môi trường, tránh thu thập và đưa ra những thông tin không
cần thiết. Phạm vi ĐMC bao gồm những nội dung nào sau đây?
a. Xác định không gian và thời gian ĐMC; Thu thập các số liệu cơ bản cần
điều tra.
b. Xác định các chuyên gia lĩnh vực và nội dung cần ĐMC
c. Xác định nội dung và lập kế hoạch tham vấn các bên có liên quan.
d. Cả 3 phương án trên",B 
44,"Khu cây xanh nào trong đô thị không thuộc khu chức năng cây xanh chuyên
dùng?
a. Vườn ươm
b. Cây xanh đường phố
c. Cây xanh nghiên cứu
d. Cây xanh cách ly",B 
45,"Công trình nào không phải là công trình đầu mối hạ tầng kỹ thuật đô thị?
a. Nghĩa trang
b. Công trình xử lý nước thải
c. Công trình xử lý rác thải
d. Bến bãi chứa hàng hóa",D 
46,"Công trình nào thuộc khu chức năng dịch vụ đô thị?
a. Viện nghiên cứu
b. Công trình tôn giáo, tín ngưỡng
c. Công trình hành chính các cấp của đô thị
d. Các công trình hành chính ngoài cấp quản lý hành chính của đô thị",C 
47,"Tính mật độ xây dựng/hệ số sử dụng đất của lô đất có diện tích 1,5ha, bố trí ba
công trình độc lập không có khối đế như sau:
- Khách sạn 12 tầng, diện tích xây dựng 2000m2;
- Văn phòng 18 tầng, diện tích xây dựng 1000m2;
- Trung tâm thương mại 4 tầng, diện tích xây dựng 3000m2.
a. 40%/3,2
b. không được nhắc đến trong tài liệu - đáp án là C
c. không được nhắc đến trong tài liệu - đáp án là C
d. không được nhắc đến trong tài liệu - đáp án là C",C 
48,"Công trình nào thuộc hệ thống hạ tầng xã hội đô thị?
a. Các công trình nhà ở
b. Các công trình quảng trường, công viên, cây xanh, mặt nước
c. Các công trình cơ quan hành chính đô thị
d. Cả 3 phương án trên đều đúng",D 
49,"Mật độ xây dựng thuần (netto) không bao gồm diện tích chiếm đất của công
trình nào?
a. Nhà để xe có mái
b. Tiểu cảnh trang trí
c. Sân tennis
d. Cả 3 phương án trên đều đúng",B 
50,"Đường giới hạn cho phép xây dựng nhà, công trình trên lô đất được gọi là gì?
a. Chỉ giới đường đỏ
b. Khoảng lùi
c. Chỉ giới xây dựng
d. Chỉ giới xây dựng ngầm",C 
51,"Trong dải cách ly vệ sinh khu công nghiệp không được bố trí công trình nào?
a. Bãi đỗ xe
b. Nhà điều hành
c. Trạm trung chuyển chất thải rắn
d. Trạm bơm",B 
52,"Loại đất nào không có trong quy hoạch sử dụng đất khu công nghiệp - tiểu thủ
công nghiệp?
a. Nhà ở công nhân
b. Công trình hành chính, dịch vụ
c. Các khu kỹ thuật
d. Nhà máy, kho tàng",A 
53,"Chỉ tiêu diện tích đất cây xanh sử dụng công cộng ngoài đơn vị ở trong các đô
thị miền núi được phép thấp hơn so với định mức quy định nhưng không thấp
hơn bao nhiêu phần trăm(%)?
a. 90
b. 80
c. 70
d. 50",C 
54,"Diện tích mặt nước nằm trong khuôn viên các công viên, vườn hoa, trong đó
chỉ tiêu mặt nước khi quy đổi ra chỉ tiêu đất cây xanh/người không chiếm quá
bao nhiêu phần trăm (%) so với tổng chỉ tiêu diện tích đất cây xanh sử dụng
công cộng ngoài đơn vị?
a. 10
b. 30
c. 50
d. 70",C 
55,"Các xí nghiệp dùng các chất phóng xạ mạnh hoặc dễ gây cháy nổ; các bãi phế
liệu công nghiệp có quy mô lớn hoặc chứa các phế liệu nguy hiểm phải bố trí ở
đâu so với đô thị?
a. Bố trí ở ngoài phạm vi đô thị
b. Bố trí ở trong đô thị và có dải cây xanh cách ly cách 1000m
c. Bố trí ở trong đô thị và cuối hướng gió chính, cuối các dòng sông, suối.
d. Bố trí ở trong đô thị và cuối hướng gió chính, cuối các dòng sông, suối và có
dải cây xanh cách ly cách 500m",A 
56,"Những xí nghiệp có thải chất độc hại, có nguy cơ gây ô nhiễm môi trường phải
bố trí ở đâu so với khu dân cư?
a. Đầu hướng gió chính, các dòng sông, suối, nguồn nước.
b. Cuối hướng gió chính
c. Cuối các dòng sông suối, nguồn nước.
d. Cuối hướng gió chính, các dòng sông, suối, nguồn nước.",D 
57,"Trong khu công nghiệp, tiểu thủ công nghiệp tỷ lệ phần trăm đất Cây xanh; đất
giao thông; các khu kỹ thuật so với diện tích toàn khu tối thiểu lần lượt là bao
nhiêu?
a. 5; 10; 2
b. 10; 8; 1
c. 10; 10; 2
d. 15; 10; 1",B 
58,"Chỉ tiêu đất xây dựng của gara xe con có 2 tầng ngầm là bao nhiêu?
a. 10 m2/chỗ xe
b. 30 m2/chỗ xe
c. 20 m2/chỗ xe
d. 14 m2/chỗ xe",C 
59,"Các gara ô tô ngầm trong đô thị được phép xây dựng với chiều cao không quá
bao nhiêu tầng?
a. 9 tầng
b. 5 tầng
c. 3 tầng
d. 7 tầng",B 
60,"Bề rộng mặt cắt đường nội bộ trong khu dân cư nông thôn phải đảm bảo như
thế nào?
a. ≥ 4m
b. ≥ 5m
c. ≥ 6m
d. ≥ 7m",A 
61,"Cần quy hoạch trường PTTH đối với các xã có những quy mô nào?
a. Quy mô dân số ≥ 20.000 người
b. Quy mô dân số < 20.000 người
c. Quy mô dân số ≤ 15.000 người
d. Quy mô dân số ≤ 10.000 người",A 
62,"Trụ sở cơ quan xã có diện tích tối thiểu là bao nhiêu m2?
a. 500m2
b. 800m2
c. 900m2
d. 1.000m2",D 
63,"Đất để xây dựng và mở rộng các điểm dân cư nông thôn có thể nằm trong khu
vực nào dưới đây?
a. Khu vực có khí hậu xấu, nơi gió quẩn, gió xoáy
b. Khu vực có tài nguyên cần khai thác
c. Khu vực thường xuyên ngập lụt (dưới 3m)
d. Khu vực nằm trong khu vực khảo cổ",C 
64,"Để lập đồ án quy hoạch xây dựng vùng huyện cần áp dụng tiêu chuẩn nào?
a. Tiêu chuẩn quốc gia về Quy hoạch xây dựng vùng
b. Tiêu chuẩn quốc gia về Quy hoạch xây dựng nông thôn
c. Tiêu chuẩn quốc gia về Quy hoạch đô thị
d. Đáp án a và b",D 
