stt,question,answer
27,"Trừ trường hợp người quyết định đầu tư có yêu cầu lập Báo cáo nghiên cứu
khả thi đầu tư xây dựng, dự án đầu tư xây dựng công trình chỉ cần yêu cầu lập
Báo cáo kinh tế - kỹ thuật đầu tư xây dựng gồm trường hợp nào sau đây?
a. Dự án đầu tư xây dựng sử dụng cho mục đích tôn giáo
b. Dự án đầu tư xây dựng mới, sửa chữa, cải tạo, nâng cấp có tổng mức đầu tư
dưới 15 tỷ đồng (không bao gồm tiền sử dụng đất);
c. Cả trường hợp a và b
d. Không bao gồm a và b",C 
28,"Đối với dự án đầu tư xây dựng sử dụng vốn nhà nước ngoài đầu tư công, cơ
quan chuyên môn về xây dựng thẩm định đối với dự án nào sau đây ?
a. Dự án từ nhóm B trở lên;
b. Dự án có công trình ảnh hưởng lớn đến an toàn, lợi ích cộng đồng thuộc
chuyên ngành quản lý;
c. Đáp án a và b đúng
d. Các dư án trên địa bàn phụ trách",C 
29,"Đối với dự án đầu tư xây dựng sử dụng vốn đầu tư công, cơ quan chuyên môn
về xây dựng dựng thuộc Bộ quản lý công trình xây dựng chuyên ngành thẩm
định đối với dự án nào sau đây ?
a. Dự án nhóm A; dự án nhóm B do người đứng đầu cơ quan trung ương quyết
định đầu tư hoặc phân cấp, ủy quyền quyết định đầu tư;
b. Dự án được đầu tư xây dựng trên địa bàn hành chính từ 02 tỉnh trở lên;
c. Dự án do Thủ tướng Chính phủ giao;
d. Bao gồm tất cả các dự án trên.",D 
30,"Đối với dự án quan trọng quốc gia có công nghệ hạn chế chuyển giao sử dụng
vốn đầu tư công thì cơ quan nào sau đây thẩm định thiết kế công nghệ?
a. Sở Xây dựng
b. Cơ quan chuyên môn trực thuộc người quyết định đầu tư
c. Chủ đầu tư xây dựng
d. Hội đồng thẩm định nhà nước",D 
31,"Đối với các dự án đầu tư xây dựng điều chỉnh, cơ quan chuyên môn về xây
dựng thẩm định Báo cáo nghiên cứu khả thi điều chỉnh trong trường hợp nào
sau đây ?
a. Khi điều chỉnh dự án có thay đổi về mục tiêu, quy mô sử dụng đất, quy mô
đầu tư xây dựng;
b. Khi điều chỉnh làm tăng tổng mức đầu tư dự án đối với dự án sử dụng vốn
đầu tư công, dự án sử dụng vốn nhà nước ngoài đầu tư công;
c. Cả trường hợp a và b
d. Không bao gồm các trường hợp ở trên",C 
32,"Đối với nguồn vốn khác thì cơ quan chuyên môn về xây dựng thuộc các Bộ
quản lý công trình xây dựng chuyên ngành thẩm định những dự án nào ?
a. Dự án đầu tư xây dựng có công trình cấp đặc biệt, cấp I và cấp II, dự án
được đầu tư xây dựng trên địa bàn hành chính của 02 tỉnh trở lên
b. Dự án do Quốc hội, Thủ tướng Chính phủ chấp thuận chủ trương đầu tư; dự
án nhóm A; dự án đầu tư xây dựng có công trình cấp đặc biệt, cấp I; dự án
được đầu tư xây dựng trên địa bàn hành chính của 02 tỉnh trở lên
c. Dự án đầu tư xây dựng có công trình từ cấp III trở lên và dự án được đầu tư
xây dựng trên địa bàn hành chính của 02 tỉnh trở lên
d. Chỉ dự án nhóm A",B 
33,"Cơ quan chuyên môn về xây dựng thẩm định Báo cáo nghiên cứu khả thi đầu
tư xây dựng đối với các dự án nào sau đây?
a. Dự án sử dụng vốn đầu tư công; Dự án đầu tư xây dựng có quy mô từ nhóm
B trở lên hoặc có công trình ảnh hưởng lớn đến an toàn, lợi ích cộng đồng sử
dụng vốn nhà nước ngoài đầu tư công;
b. Dự án PPP; Dự án đầu tư xây dựng có quy mô lớn hoặc có công trình ảnh
hưởng lớn đến an toàn, lợi ích cộng đồng sử dụng vốn khác.
c. Cả a và b
d. Không bao gồm a và b",C 
34,"Đối với dự án sử dụng vốn đầu tư công, dự án sử dụng vốn nhà nước ngoài đầu
tư công chỉ cần lập Báo cáo kinh tế - kỹ thuật, người quyết định đầu tư thẩm
định những nội dung nào sau đây?
a. Sự phù hợp về quy hoạch, mục tiêu, quy mô đầu tư và các yêu cầu khác
được xác định trong quyết định hoặc chấp thuận chủ trương đầu tư xây dựng;
b. Sự đáp ứng yêu cầu của thiết kế bản vẽ thi công về bảo đảm an toàn công
trình và biện pháp bảo đảm an toàn công trình lân cận;
c. Việc lập tổng mức đầu tư xây dựng, xác định giá trị tổng mức đầu tư xây
dựng;
d. Tất cả các nội dung ở trên",D 
35,"Hợp đồng trong hoạt động xây dựng theo hình thức giá có những loại nào?
a. Hình thức trọn gói, hình thức theo thời gian
b. Hình thức điều chỉnh giá, hình thức theo đơn giá cố định
c. Bao gồm các hình thức nêu tại a và b
d. Không có hình thức nào nêu tại a và b",C 
36,"Chức năng, nhiệm vụ của Ban QLDA chuyên ngành, ban QLDA khu vực do ai
quy định?
a. Người có thẩm quyền quyết định đầu tư
b. Người quyết định thành lập Ban QLDA chuyên ngành, ban QLDA khu vực
c. Cơ quan chuyên môn về xây dựng
d. Chủ đầu tư",B 
37,"Đối với các dự án đầu tư xây dựng điều chỉnh, cơ quan chuyên môn về xây
dựng thẩm định Báo cáo nghiên cứu khả thi điều chỉnh trong trường hợp nào
sau đây?
a. Khi điều chỉnh dự án có thay đổi về mục tiêu, quy mô sử dụng đất, quy mô
đầu tư xây dựng;
b. Khi có thay đổi về chỉ tiêu quy hoạch, kiến trúc của dự án tại quy hoạch chi
tiết xây dựng, quy hoạch có tính chất kỹ thuật chuyên ngành khác hoặc quyết
định/chấp thuận chủ trương đầu tư được phê duyệt;
c. Khi điều chỉnh làm tăng tổng mức đầu tư dự án đối với dự án sử dụng vốn
đầu tư công, dự án sử dụng vốn nhà nước ngoài đầu tư công;
d. Tất cả các nội dung trên",D 
38,"Chủ thể nào phải chịu trách nhiệm chính về an toàn lao động trên công trường?
a. Chủ đầu tư
b. Nhà thầu thi công xây dựng công trình
c. Nhà thầu tư vấn giám sát thi công xây dựng công trình
d. Cả a, b và c",B 
39,"Các dự án đầu tư xây dựng thuộc Tập đoàn kinh tế, Tổng công ty nhà nước
phải tuân thủ theo các quy định nào?
a. Điều lệ, quy chế hoạt động của Tập đoàn, Tổng công ty
b. Theo quy định pháp luật về xây dựng, pháp luật về đấu thầu và pháp luật
khác liên quan
c. Bao gồm a và b
d. Chỉ tuân thủ quy định của pháp luật về xây dựng",C 
40,"Theo quy định của pháp luật về xây dựng, đối với nguồn vốn khác, chủ đầu tư
có thể áp dụng hình thức quản lý dự án nào sau đây?
a. Chủ đầu tư sử dụng tư cách pháp nhân của mình và bộ máy chuyên môn trực
thuộc có đủ điều kiện, năng lực
b. Chủ đầu tư được thuê tổ chức, cá nhân có đủ điều kiện năng lực
c. Đáp án a và b là đúng
d. Đáp án a và b là sai",C 
41,"Theo quy định của pháp luật về xây dựng, đối với các gói thầu sử dụng vốn
nhà nước ngoài đầu tư công thì hợp đồng xây dựng được ký kết vào thời điểm
nào?
a. Sau khi hoàn thành việc lựa chọn nhà thầu
b. Sau khi hoàn thành việc lựa chọn nhà thầu và kết thúc đàm phán hợp đồng
c. Trước khi khởi công xây dựng công trình
d. Cả 3 phương án a, b và c",B 
42,"Theo quy định của pháp luật về xây dựng, đối với các gói thầu sử dụng vốn
đầu tư công thì hợp đồng xây dựng được ký kết giữa bên giao thầu và bên nhận
thầu bằng hình thức nào?
a. Bằng văn bản thỏa thuận giữa bên giao thầu và bên nhận thầu để thực hiện
một phần công việc trong hoạt động đầu tư xây dựng.
b. Bằng văn bản thỏa thuận giữa bên giao thầu và bên nhận thầu để thực hiện
toàn bộ công việc trong hoạt động đầu tư xây dựng.
c. Phương án a hoặc b
d. Cả 2 phương án a và b",C 
43,"Theo quy định của pháp luật về xây dựng, đối với các gói thầu sử dụng vốn
đầu tư công, trường hợp bên nhận thầu là liên danh các nhà thầu thì khi ký kết
hợp đồng xây dựng với bên giao thầu những nhà thầu nào trong liên danh phải
cử đại diện hợp pháp của mình để ký hợp đồng?
a. Nhà thầu được liên danh các nhà thầu cử làm đại diện cho liên danh
b. Tất cả các nhà thầu tham gia trong liên danh
c. Phương án a hoặc b
d. Bất kể nhà thầu nào trong liên danh theo yêu cầu của bên giao thầu",C 
44,"Theo quy định của pháp luật về xây dựng, đối với các gói thầu sử dụng vốn
đầu tư công thì hiệu lực của hợp đồng xây dựng được tính từ thời điểm nào?
a. Từ ngày ký kết hợp đồng
b. Từ ngày bên giao thầu nhận được bảo đảm thực hiện hợp đồng của bên nhận
thầu
c. Từ ngày do bên giao thầu và bên nhận thầu thỏa thuận trong hợp đồng.
d. Bao gồm cả a, b và c",C 
45,"Đối với các gói thầu sử dụng vốn đầu tư công, việc điều chỉnh đơn giá thực
hiện hợp đồng chỉ được áp dụng đối với loại hợp đồng nào?
a. Hợp đồng theo đơn giá cố định; hợp đồng theo thời gian
b. Hợp đồng theo đơn giá điều chỉnh, hợp đồng theo thời gian
c. Cả a và b
d. a hoặc b",B 
46,"Trước khi ký kết hợp đồng EPC các bên phải thỏa thuận cụ thể những nội dung
chủ yếu nào sau đây?
a. Phạm vi công việc dự kiến thực hiện theo hợp đồng EPC; Vị trí xây dựng,
hướng tuyến công trình, loại, cấp công trình; quy mô, công suất và phương án
sản phẩm được lựa chọn, năng lực khai thác sử dụng;
b. Các thông tin về các tài liệu, số liệu về điều kiện tự nhiên, địa chất công
trình, địa chất thủy văn, thủy văn của khu vực nơi xây dựng công trình; Các
yêu cầu về thiết kế xây dựng và một số thông số thiết kế ban đầu;
c. Bao gồm cả nội dung a và b
d. Không bao gồm nội dung a và b",C 
47,"Đối với các gói thầu thi công xây dựng sử dụng vốn đầu tư công, tiến độ thực
hiện hợp đồng được điều chỉnh trong các trường hợp nào?
a. Trong quá trình thực hiện hợp đồng xảy ra các trường hợp bất khả kháng
b. Do bên giao thầu thay đổi thiết kế hoặc bàn giao mặt bằng không đúng với
thỏa thuận trong hợp đồng
c. Đáp án a và b đúng
d. Các trường hợp trên đều không đúng",C 
48,"Hợp đồng EPC là loại hợp đồng thực hiện những công việc gì?
a. Thiết kế và thi công xây dựng
b. Thiết kế và cung cấp vật tư, thiết bị
c. Thiết kế - mua sắm vật tư, thiết bị - thi công xây dựng công trình
d. Lập dự án, thiết kế, cung cấp vật tư, thiết bị và thi công xây dựng",C 
49,"Đối với hợp đồng EPC ngoài tiến độ thi công cho từng giai đoạn của tổng thầu,
nhà thầu còn phải lập tiến độ thực hiện cho những công việc nào dưới đây?
a. Tiến độ cho công việc thiết kế
b. Tiến độ cho công việc cung cấp thiết bị và thi công xây dựng
c. Tiến độ cho công việc thiết kế - mua sắm vật tư, thiết bị - thi công xây dựng
công trình
d. Tiến độ cho công việc thiết kế và thi công xây dựng",C 
50,"Đối với các gói thầu sử dụng vốn đầu tư công, nhà thầu chính có quyền giao
100% công việc của hợp đồng đã ký kết với bên giao thầu cho nhà thầu phụ
không?
a. Có
b. Không
c. Tùy thuộc vào tình hình cụ thể và nhà thầu chính quyết định
d. Do bên giao thầu và bên nhận thầu thỏa thuận",B 
51,"Theo quy định của pháp luật Xây dựng hiện hành, nhà thầu nào có trách nhiệm
lập biện pháp an toàn cho người và thiết bị thi công công trình trên công
trường xây dựng?
a. Nhà thầu thiết kế
b. Nhà thầu thi công xây dựng
c. Chủ đầu tư
d. Tư vấn giám sát thi công xây dựng",B 
52,"Hồ sơ trình thẩm định báo cáo nghiên cứu khả thi đầu tư xây dựng không bao
gồm tài liệu nào dưới đây?
a. Tờ trình thẩm định báo cáo nghiên cứu khả thi
b. Thiết kế cơ sở của dự án
c. Thiết kế kỹ thuật của dự án
d. Giấy tờ liên quan đến đất đai",C 
53,"Công tác nào sau đây không nằm trong giai đoạn thực hiện dự án đầu tư xây
dựng?
a. Thẩm định, phê duyệt thiết kế bản vẽ thi công và dự toán
b. Lựa chọn nhà thầu thi công xây dựng
c. Thẩm định, phê duyệt dự án
d. Nghiệm thu công việc xây dựng",C 
54,"Đối với các bộ, cơ quan ở trung ương: Ban quản lý dự án chuyên ngành, Ban
quản lý dự án khu vực được thành lập theo tiêu chí nào sau đây?
a. Phù hợp với các chuyên ngành thuộc lĩnh vực quản lý
b. Theo yêu cầu về xây dựng cơ sở vật chất, hạ tầng tại các vùng, khu vực
c. Đáp án a hoặc b
d. Đáp án a và b",C 
55,"Trường hợp thuê tư vấn quản lý dự án thì nhiệm vụ, quyền hạn của tư vấn
QLDA do ai quyết định?
a. Do chủ đầu tư thông qua hợp đồng
b. Do pháp luật quy định
c. Do người quyết định đầu tư
d. Cấp trên của tổ chức tư vấn quản lý dự án",A 
56,"Theo quy định của pháp luật xây dựng hiện hành, hợp đồng xây dựng không có
hình thức nào dưới đây?
a. Hợp đồng trọn gói
b. Hợp đồng theo tỷ lệ %
c. Hợp đồng theo đơn giá điều chỉnh
d. Hợp đồng theo đơn giá cố định",B 
57,"Trong quá trình thực hiện hợp đồng, bên nhận thầu có được thay đổi người đại
diện quản lý thực hiện hợp đồng không?
a. Có
b. Không
c. Có nhưng phải được sự chấp thuận của bên giao thầu
d. Cả a, b và c đều không đúng",C 
58,"Nguyên tắc và trình tự giải quyết tranh chấp hợp đồng xây dựng được quy định
như thế nào sau đây?
a. Tôn trọng các thỏa thuận hợp đồng và các cam kết trong quá trình thực hiện
hợp đồng, bảo đảm bình đẳng và hợp tác;
b. Các bên hợp đồng có trách nhiệm tự thương lượng giải quyết tranh chấp.
Trường hợp các bên hợp đồng không tự thương lượng được thì tranh chấp
được giải quyết thông qua hòa giải, trọng tài thương mại hoặc tòa án theo quy
định của pháp luật.
c. Đáp ứng cả a và b
d. Không cần đáp ứng nhũng yêu cầu trên",C 
59,"Những cá nhân nào dưới đây không bắt buộc phải có chứng chỉ hành nghề hoạt
động xây dựng?
a. Chủ nhiệm thiết kế xây dựng công trình
b. Chủ trì thiết kế bộ môn trong công trình xây dựng
c. Cá nhân giám sát thi công của nhà thầu thi công xây dựng
d. Cán bộ tư vấn giám sát thi công xây dựng",C 
60,"Chủ nhiệm thiết kế xây dựng hạng I phải đáp ứng các điều kiện gì?
a. Có trình độ đại học thuộc chuyên ngành phù hợp
b. Có thời gian làm công tác thiết kế xây dựng tối thiểu 7 năm
c. Đã làm chủ nhiệm thiết kế phần việc thuộc lĩnh vực phù hợp ít nhất 01 công
trình từ cấp I trở lên hoặc 02 công trình từ cấp II trở lên
d. Cả a, b và c",D 
61,"Chủ thể nào sau đây có trách nhiệm lập bản vẽ hoàn công công trình?
a. Chủ đầu tư
b. Nhà thầu thiết kế xây dựng
c. Nhà thầu thi công xây dựng
d. Nhà thầu tư vấn giám sát thi công xây dựng",C 
62,"Chủ thể nào có trách nhiệm lập tiến độ chi tiết thi công xây dựng công trình?
a. Chủ đầu tư
b. Nhà thầu thiết kế xây dựng công trình
c. Nhà thầu thi công xây dựng công trình
d. Nhà thầu tư vấn giám sát thi công xây dựng",C 
63,"Đối với công trình xây dựng sử dụng vốn đầu tư công, công trình xây dựng sử
dụng vốn nhà nước ngoài đầu tư công, chủ đầu tư thẩm định thiết kế xây dựng
triển khai sau thiết kế cơ sở đối với các nội dung nào sau đây?
a. Sự đáp ứng yêu cầu của thiết kế xây dựng với nhiệm vụ thiết kế, quy định tại
hợp đồng thiết kế và quy định của pháp luật có liên quan;
b. Sự phù hợp của thiết kế xây dựng với yêu cầu về dây chuyền và thiết bị công
nghệ (nếu có);
c. Việc lập dự toán xây dựng công trình; sự phù hợp của giá trị dự toán xây
dựng công trình với giá trị tổng mức đầu tư xây dựng; xác định giá trị dự toán
xây dựng công trình.
d. Bao gồm tất cả các nội dung ở trên",D 
64,"Số bước thiết kế xây dựng do ai quyết định?
a. Người quyết định đầu tư khi phê duyệt dự án
b. Chủ đầu tư khi triển khai thực hiện dự án
c. Tổ chức tư vấn khi lập dự án đầu tư xây dựng
d. Cả 3 phương án trên đều sai",A 
65,"Chủ thể nào có trách nhiệm thực hiện bảo hành công trình xây dựng?
a. Chủ đầu tư xây dựng công trình
b. Nhà thầu thi công xây dựng công trình
c. Nhà thầu thiết kế xây dựng công trình
d. Cả 3 phương án trên đầu đúng",B 
66,"Việc điều chỉnh dự án sử dụng vốn khác phải đảm bảo yêu cầu nào sau đây?
a. Các yêu cầu về quy hoạch
b. Các yêu cầu về an toàn, bảo vệ môi trường
c. Các yêu cầu về phòng, chống cháy, nổ, quốc phòng, an ninh
d. Cả 3 phương án a, b và c",D 
67,"Dự án đầu tư xây dựng sử dụng vốn đầu tư công được xem xét điều chỉnh
trong những trường hợp nào?
a. Do ảnh hưởng của thiên tai, sự cố môi trường, địch họa, hỏa hoạn và các yếu
tố bất khả kháng khác
b. Xuất hiện yếu tố mang lại hiệu quả cao hơn cho dự án khi đã được chủ đầu
tư chứng minh về hiệu quả tài chính, kinh tế - xã hội do việc điều chỉnh dự án
mang lại
c. Khi quy hoạch xây dựng thay đổi có ảnh hưởng trực tiếp tới dự án
d. Cả a, b và c",D 
68,"Theo quy định của pháp luật về môi trường, những loại dự án nào phải lập báo
cáo đánh giá tác động môi trường?
a. Dự án quan trọng quốc gia
b. Dự án đầu tư xây dựng đô thị mới, khu dân cư tập trung
c. Dự án khai thác, sử dụng nước dưới đất và tài nguyên thiên nhiên có quy mô
lớn
d. Cả a, b và c",D 
69,"Trường hợp công việc được xác định rõ về số lượng, khối lượng, thời gian thực
hiện ngắn thì áp dụng hình thức hợp đồng nào là hợp lý nhất?
a. Hợp đồng trọn gói
b. Hợp đồng theo đơn giá
c. Hợp đồng theo thời gian
d. Hợp đồng theo đơn giá cố định",A 
70,"Trường hợp công việc chưa đủ điều kiện để xác định chính xác về số lượng
hoặc khối lượng thì nên áp dụng hình thức hợp đồng nào là thích hợp nhất?
a. Hợp đồng trọn gói
b. Hợp đồng theo đơn giá cố định
c. Hợp đồng theo thời gian
d. Hợp đồng theo tỷ lệ phần trăm",B 
