stt,question,answer
20,"Những tiêu chuẩn nào dưới đây không dùng cho thi công cọc nhồi và tường
vây?
a. TCVN 9395: 2012 Cọc khoan nhồi - Tiêu chuẩn thi công và nghiệm thu
b. TCVN 4447: 2012 Công tác đất - Thi công và nghiệm thu
c. TCVN 10304: 2014 Móng cọc - Tiêu chuẩn thiết kế
d. TCVN 9340: 2012 Hỗn hợp bê tông trộn sẵn - Yêu cầu cơ bản đánh giá chất
lượng và nghiệm thu",B 
21,"Kiểm soát chất lượng khi thi công bê tông cọc khoan nhồi?
a. Phải kiểm tra chất lượng bê tông phù hợp với chỉ dẫn thiết kế
b. Thi công đổ bê tông không gián đoạn trong thời gian
c. Kiểm soát mực đầy của bê tông khi đổ bê tông.
d. Tất cả các yêu cầu trên",D 
22,"Khâu chuẩn bị cho công tác hoàn thiện hạng mục công việc gồm những việc
gì?
a. Phải thi công xong các việc làm trước khi hoàn thiện như điện, nước.
b. Có biên bản nghiệm thu cho các việc đã làm xong.
c. Phải khắc phục các sai sót các lớp nằm dưới lớp hoàn thiện.
d. Biên bản nghiệm thu trước đó có nội dung đủ điều kiện cho phép thi công
hoàn thiện.",D 
23,"Cần chuẩn bị cho khâu lắp đặt thiết bị công trình thế nào?
a. Mọi việc phần xây phải đủ điều kiện để lắp đặt thiết bị.
b. Phải lập biên bản bàn giao giữa bên xây và bên lắp.
c. Không được lắp hai loại thiết bị khác nhau trong một buồng, một phạm vi
công tác.
d. Phải có phối hợp trong quy trình lắp đặt thiết bị.",D 
24,"Khi chiều sâu đặt móng thay đổi, việc đào đất trong các hố móng phải làm
từng cấp. Tỷ số giữa chiều cao và chiều dài của mỗi bậc không được nhỏ hơn
giá trị sau:
a. 1:2 ở các đất dính và 1:3 ở các đất không dính.
b. 2:3 ở các đất dính và 1:2 ở các đất không dính.
c. 1:1 ở các đất dính và 2:3 ở các đất không dính.
d. 1:1 ở các đất dính và 1:2 ở các đất không dính.",A 
25,"Khi khoan tạo lỗ cọc khoan nhồi gần cọc mới đổ bê tông xong, cần đảm bảo
yêu cầu sau:
a. Tiến hành cách quãng một lỗ khi khoảng cách mép các lỗ < 1.5m và khoan
trong đất no nước.
b. Tiến hành khoan sau 12 giờ khi khoan lỗ giữa hai cọc đã đổ bê tông từ khi
kết thúc đổ bê tông.
c. Tiến hành cách quãng một lỗ khi khoảng cách mép các lỗ < 1.0m và khoan
trong đất no nước.
d. Tiến hành khoan sau 6 giờ khi khoan lỗ giữa hai cọc đã đổ bê tông từ khi kết
thúc đổ bê tông.",A 
26,"Khi khoan tạo lỗ cọc khoan nhồi, cao độ chân ống chống tạm phải đảm bảo:
a. Áp lực cột dung dịch nhỏ hơn áp lực chủ động của đất nền và hoạt tải thi
công.
b. Áp lực cột dung dịch lớn hơn áp lực chủ động của đất nền và hoạt tải thi
công.
c. Áp lực cột dung dịch nhỏ hơn áp lực chủ động của đất nền.
d. Áp lực cột dung dịch nhỏ hơn áp lực chủ động của đất nền.",B 
27,"Sai số cho phép để kiểm tra nghiệm thu công tác chế tạo lồng cốt thép cọc
khoan nhồi như sau:
a. Sai số độ dài lồng thép là ±50mm.
b. Sai số đường kính lồng thép là ±10mm.
c. Sai số khoảng cách giữa các cốt chủ là ±10mm.
d. Các câu trên đều đúng.",D 
28,"Yêu cầu về bố trí mạch ngừng thi công khi đổ bê tông đáy bể chứa như sau:
a. Tại vị trí bất kỳ đối với đáy bể chứa có kích thước lớn nhất ở mặt bằng
không quá 20m.
b. Song song với cạnh ngắn đáy bể đối với đáy bể chứa có kích thước lớn nhất
ở mặt bằng không quá 20m.
c. Không được để mạch ngừng thi công đối với đáy bể chứa có kích thước lớn
nhất ở mặt bằng không quá 20m.
d. Không được để mạch ngừng thi công đối với mọi loại đáy bể chứa.",C 
29,"Trước khi xây khối xây vòm, phải kiểm tra chia gạch xây trước lên ván khuôn
theo nguyên tắc sau:
a. Chia từ đỉnh xuống chân, và điều chỉnh cho chẵn viên gạch.
b. Chia từ đỉnh xuống chân, có thể cắt gạch để đảm bảo kích thước khối xây.
c. Xây theo thứ tự từ trái qua phải hoặc ngược lại, không cần phải chia trước.
d. Xây theo thứ tự bất kỳ thuận lợi nhất, tùy kích thước vòm.",A 
30,"Việc tháo dỡ ván khuôn khối xây vòm phải thực hiện theo trình tự sau:
a. Khối xây vòm đã đủ cường độ và thời gian theo quy định thì tháo dỡ hẳn ván
khuôn.
b. Tháo nêm hạ toàn bộ ván khuôn xuống 0.1m - 0.15m theo trình tự đối xứng
trên toàn vòm, kiểm tra an toàn mới tháo dỡ hẳn.
c. Khối xây vòm đạt 70% cường độ thiết kế thì tháo dỡ hẳn ván khuôn.
d. Tháo dỡ hẳn ván khuôn theo trình tự đối xứng trên toàn bộ vòm.",B 
31,"Khi nghiệm thu công tác thi công kết cấu gạch đá trong vùng động đất, phải
kiểm tra thêm:
a. Các đai kháng chấn theo từng tầng.
b. Việc liên kết các tường mỏng và vách mỏng với các tường chịu lực, với
khung và với các sàn.
c. Việc gia cường các tường gạch bằng các cấu kiện bê tông cốt thép lắp ghép
và đổ tại chỗ.
d. Tất cả các câu trên đều đúng.",D 
32,"Khi kiểm tra chất lượng và sức chịu tải của cọc khoan nhồi nhà cao tầng bằng
công tác thử tĩnh, cọc thí nghiệm phải được dừng thí nghiệm khi xảy ra một
trong các hiện tượng sau:
a. Số đọc cơ sở ban đầu không chính xác.
b. Độ lún lớn nhất của cọc tại cấp tải trọng 2.0 lần tải thiết kế sau 24 giờ bằng
2% đường kính cọc.
c. Độ lún lớn nhất của cọc tại cấp tải trọng 2.5 lần tải thiết kế sau 24 giờ bằng
2% đường kính cọc.
d. Độ lún dư bằng 5mm.",A 
33,"Khi kiểm tra chất lượng và sức chịu tải của cọc khoan nhồi nhà cao tầng bằng
công tác thử tĩnh, cọc thí nghiệm được coi là bị phá hoại khi xảy ra một trong
các hiện tượng sau:
a. Kích đồng hồ đo biến dạng bị hư hỏng.
b. Liên hết giữa hệ thống gia tải, cọc neo không đảm bảo.
c. Độ lún dư bằng 10mm.
d. Tất cả các câu trên đều đúng.",C 
34,"Cốp pha dầm bê tông có khẩu độ 6m có độ vồng thi công là:
a. Không được thi công có độ vồng.
b. 18mm.
c. 9mm.
d. 6mm.",B 
35,"Mặt cắt ngang của tiết diện cột bê tông cốt thép tại vị trí một nửa chiều cao cột
có 8 thanh thép tròn gân ø20 chịu lực. Việc nối buộc chồng cốt thép trong
trường hợp nào sau đây được phép thực hiện:
a. Có 4 thanh thép ø20 được nối trong cùng một mặt cắt.
b. Có 3 thanh thép ø20 được nối trong cùng một mặt cắt.
c. Có 2 thanh thép ø20 được nối trong cùng một mặt cắt.
d. Cả 3 trường hợp trên.",D 
36,"Các đoạn cọc có các khiếm khuyết sau sẽ không được nghiệm thu sử dụng:
a. Sai lệch chiều dài đoạn cọc là - 20mm
b. Có vết nứt rộng hơn 0.2mm
c. Độ sâu vết nứt ở góc không quá 10mm.
d. Độ lệch mũi cọc khỏi tâm là 10mm.",B 
37,"Cọc bê tông cốt thép được thi công bằng búa đóng diesel, độ chối được xác
định như sau:
a. Bằng trị trung bình của loạt 10 nhát sau cùng.
b. Tiến hành đóng từng nhát để theo dõi độ chối cho mỗi nhát.
c. Đo độ lún của cọc, tần số đập của búa và áp lực hơi cho từng phút.
d. Độ lún của cọc ở nhát cuối cùng.",A 
38,"Kiếm tra giám sát việc ghi chép lực ép theo nhật ký ép cọc được tiến hành như
sau:
a. Cho từng m chiều dài cọc tới khi đạt độ sâu ép cọc theo thiết kế;
b. Cho từng m chiều dài cọc tới khi đạt lực ép lớn nhất Pmax;
c. Cho từng m chiều dài cọc tới khi đạt lực ép nhỏ nhất Pmin;
d. Cho từng m chiều dài cọc tới khi đạt lực ép nhỏ nhất Pmin, sau đó ghi chép
cho từng 20cm đến khi kết thúc.",D 
39,"Kiểm tra, nghiệm thu dung dịch bentonite giữ thành hố khoan cọc khoan nhồi
được thực hiện như sau:
a. Chỉ cần thực hiện cho mỗi lô trộn mới.
b. Kiểm tra dung trọng, độ nhớt, hàm lượng cát và độ pH phải được thực hiện
cho từng cọc.
c. Cao độ dung dịch phải bằng cao độ mực nước ngầm.
d. Không kiểm tra chỉ tiêu tính năng của dung dịch nếu được tái sử dụng không
quá 6 tháng.",B 
40,"Khi khoan tạo lỗ cọc khoan nhồi, cao độ đỉnh ống chống tạm phải cao hơn mặt
đất hoặc mực nước cao nhất tối thiểu là:
a. 0.1m.
b. 0.2m.
c. 0.3m.
d. 0.4m.",C 
41,"Khi khoan tạo lỗ cọc khoan nhồi, cao độ dung dịch khoan trong lỗ phải luôn
được giữ đảm bảo sao cho:
a. Áp lực dung dịch khoan luôn lớn hơn áp lực của đất và nước ngầm phía
ngoài lỗ khoan.
b. Áp lực dung dịch khoan luôn nhỏ hơn áp lực của đất và nước ngầm phía
ngoài lỗ khoan.
c. Cao hơn mực nước ngầm ít nhất 0.5m.
d. Cao hơn mực nước ngầm ít nhất 1.0m.",A 
42,"Kiểm tra chất lượng bê tông cọc khoan nhồi trước khi đổ theo yêu cầu sau:
a. Mỗi cọc lấy 3 tổ mẫu (3 mẫu/tổ) cho ba phần, đầu, giữa và mũi cọc.
b. Lấy mẫu theo quy định cứ 20 m3 bê tông/01 tổ mẫu, mỗi tổ 3 mẫu.
c. Có thể sử dụng các phương pháp siêu âm, tán xạ Gamma, phương pháp động
biến dạng nhỏ...
d. Có thể sử dụng phương pháp khoan lấy lõi.",A 
43,"Chênh lệch cao độ cho phép giữa hai mép vật liệu lát là gạch ceramic, granite,
gạch lát xi măng quy định như sau:
a. 0.5mm.
b. 1.0mm.
c. 1.5mm.
d. 2.0mm.",A 
44,"Yêu cầu kiểm tra dung sai cho phép trên mặt láng không được vượt quá giá trị
sau:
a. Dung sai cao độ: 2cm.
b. Dung sai độ dốc: 0.5%
c. Dung sai khe hở với thước 3m: 3mm
d. Các câu trên đều sai.",C 
45,"Khi kiểm tra giám sát công tác trát vữa tại những vị trí tiếp giáp giữa hai kết
cấu bằng vật liệu khác nhau, phải yêu cầu nhà thầu thực hiện như sau:
a. Gắn một lớp lưới thép phủ kín chiều dày mạch ghép, và trùm về hai bên từ
15cm đến 20cm.
b. Sử dụng cát chế tạo vữa trát có hạt cốt liệu nhỏ hoặc bằng 1.25mm.
c. Sử dụng xi măng Póoc-lăng có mác từ PC20 đến PC40 để chế tạo vữa.
d. Trước khi trát phải phun cát, vẫy hoặc phu hồ xi măng.",A 
46,"Khi kiểm tra công tác trát tường, yêu cầu giám sát chiều dày mỗi lớp trát
không được vượt quá giá trị sau:
a. 15mm
b. 12mm
c. 10mm
d. 8mm",D 
47,"Khi kiểm tra công tác trát tường, nếu lớp trát dày phải trát thành nhiều lớp,
giám sát phải yêu cầu thực hiện biện pháp thi công sau:
a. Trát liên tục lớp sau ngay sau khi trát xong lớp trước.
b. Kẻ mặt trát thành các ô quả trám để tăng độ bám dính cho các lớp trát tiếp
theo.
c. Ngay sau khi trát lớp trước, phải phun nước làm ẩm trước khi trát tiếp.
d. Mỗi lớp trát không được dày quá 12mm.",B 
48,"Công tác bảo dưỡng mặt trát trong điều kiện nắng nóng và khô hanh phải thực
hiện như sau:
a. Không cần bảo dưỡng
b. Che chắn tạo mát cho mặt trát.
c. Sau khi trát 24 giờ nên tiến hành phun ẩm trên mặt trát.
d. Ngay sau khi trát phải tiến hành tưới nước trên mặt trát.",C 
49,"Dung sai cho phép của chiều dày lớp vữa trát có yêu cầu chất lượng rất cao so
với thiết kế là:
a. 3mm.
b. 2mm.
c. 1mm.
d. 0.5mm.",C 
50,"Tần suất kiểm tra độ ngang bằng của hàng, độ thẳng đứng của mặt bên và các
góc trong khối xây gạch đá như sau:
a. Mỗi tầng kiểm tra một lần.
b. Kiểm tra ít nhất 2 lần trong một đoạn cao từ 0.5m đến 0.6m.
c. Mỗi 5 hàng gạch kiểm tra 1 lần.
d. Kiểm tra một lần khi được mời nghiệm thu hoàn thành.",B 
51,"Vữa xây tường và cột gạch phải có độ dẻo theo độ sụt của côn tiêu chuẩn như
sau:
a. Từ 5cm đến 9cm.
b. Từ 9cm đến 13cm.
c. Từ 13cm đến 17cm.
d. Chỉ cần quan tâm đến cường độ vữa đạt yêu cầu theo thiết kế.",B 
52,"Chiều dày của từng mạch vữa ngang trong khối xây gạch phải đảm bảo yêu cầu
sau để được nghiệm thu:
a. Trung bình 15mm.
b. Từ 10mm đến 20mm.
c. Từ 5mm đến 10mm.
d. Từ 8mm đến 12mm.",D 
53,"Khi kiểm tra bằng thước dài 2m, khe hở giữa thước và bề mặt ốp gạch men
phải đảm bảo yêu cầu sau:
a. Không được lớn hơn 0.5mm.
b. Không được lớn hơn 1.0mm.
c. Không được lớn hơn 1.5mm.
d. Không được lớn hơn 2.0mm.",D 
54,"Cốp pha thành bên của dầm, cột, tường có thể được tháo dỡ khi bê tông đạt
cường độ bao nhiêu ?
a. 70% cường độ theo mác thiết kế.
b. 50% cường độ theo mác thiết kế.
c. 50 N/cm2.
d. Sau khi đổ bê tông được 24 giờ, không cần quan tâm đến cường độ.",C 
55,"Kiểm tra cốt thép sau khi cắt uốn phù hợp với hình dáng kích thước của thiết
kế được thực hiện theo các phương án nào?
a. Theo từng lô, mỗi lô 100 thanh thép cùng loại, chọn 5 thanh bất kỳ để kiểm
tra.
b. Theo từng lô, mỗi lô 100 thanh thép cùng loại, chọn 3 thanh bất kỳ để kiểm
tra.
c. Chọn 5 thanh bất kỳ trong toàn bộ số lượng được mời nghiệm thu để kiểm
tra.
d. Không kiểm tra công việc này, chỉ nghiệm thu toàn bộ cốt thép cấu kiện
trước khi đổ bê tông.",A 
56,"Trường hợp nào sau đây bắt buộc phải tiến hành kiểm tra thí nghiệm xi măng
tại hiện trường:
a. Chỉ thí nghiệm duy nhất một lần khi thiết kế thành phần cấp phối bê tông.
b. Mỗi lần nghiệm thu vật tư xi măng chở đến cung cấp cho công trường.
c. Lô xi măng đã được bảo quản trên 3 tháng kể từ ngày sản xuất.
d. Không cần thí nghiệm nếu nhà thầu đã cung cấp đầy đủ chứng chỉ xuất xứ
và bộ hồ sơ hợp quy của xi măng.",C 
57,"Công tác thiết kế thành phần bê tông thông qua phòng thí nghiệm:
a. Phải thực hiện đối với bê tông có cấp độ bền B10 trở lên.
b. Phải thực hiện đối với bê tông có cấp độ bền B15 trở lên.
c. Phải thực hiện đối với bê tông có cấp độ bền B20 trở lên.
d. Phải thực hiện đối với bê tông có cấp độ bền B25 trở lên.",A 
58,"Để tránh phân tầng, chiều cao rơi tự do của hỗn hợp bê tông khi đổ không vượt
quá:
a. 2,5m.
b. 2,0m.
c. 1,5m.
d. 1,0m.",C 
59,"Dấu hiệu để nhận biết bê tông đã được đầm kỹ là:
a. Đầm liên tục trong 5 phút.
b. Đầm liên tục trong thời gian do thiết kế quy định.
c. Hỗn hợp bê tông ổn định không còn sụt xuống.
d. Vữa xi măng nổi lên bề mặt và bọt khí không còn nữa.",D 
60,"Một công trình được xây dựng vào mùa khô tại TP.HCM, thời gian bảo dưỡng
bê tông không được nhỏ hơn:
a. 5 ngày đêm và đồng thời bê tông đạt 60% cường độ thiết kế.
b. 6 ngày đêm và đồng thời bê tông đạt 70% cường độ thiết kế.
c. 7 ngày đêm và đồng thời bê tông đạt 80% cường độ thiết kế.
d. Cho đến khi bê tông đạt 100% cường độ thiết kế.",B 
61,"Mạch ngừng thi công khi đổ bê tông cột nên đặt ở các vị trí sau:
a. Ở mặt trên của móng.
b. Ở mặt dưới của dầm, xà hay dưới công xôn đỡ dầm cầu trục.
c. Ở mặt trên dầm cầu trục.
d. Cả 3 câu trên đều đúng",D 
62,"Kiểm tra độ sụt tại hiện trường của hỗn hợp bê tông thương phẩm được thực
hiện như sau:
a. Kiểm tra trong mỗi lần giao hàng tại nơi đổ bê tông.
b. Cứ 20 m3 bê tông lấy một tổ mẫu để kiểm tra.
c. Chỉ kiểm tra đối với xe bê tông đầu tiên.
d. Kiểm tra ngẫu nhiên bất cứ lúc nào.",A 
63,"Các mẫu thí nghiệm xác định cường độ bê tông khung và các kết cấu mỏng
(cột, dầm, sàn…) được lấy như sau:
a. Theo từng tổ, mỗi tổ 3 viên mẫu, mỗi cấu kiện lấy một tổ mẫu.
b. Theo từng tổ, mỗi tổ 3 viên mẫu, 20 m3 bê tông lấy một tổ mẫu.
c. Theo từng tổ, mỗi tổ 3 viên mẫu, một xe bê tông thương phẩm lấy một tổ
mẫu.
d. Lấy ngẫu nhiên bất cứ khi nào có nghi ngờ.",B 
64,"Cường độ bê tông sau khi kiểm tra ở tuổi 28 ngày bằng ép mẫu đúc tại hiện
trường được coi là đạt yêu cầu thiết kế khi:
a. Tất cả các viên mẫu đều có cường độ không nhỏ hơn mác thiết kế.
b. Giá trị trung bình của từng tổ mẫu không được nhỏ hơn mác thiết kế.
c. Giá trị trung bình của từng tổ mẫu không được nhỏ hơn 85% mác thiết kế.
d. Giá trị trung bình của từng tổ mẫu không được nhỏ hơn mác thiết kế và
không có mẫu nào trong các tổ mẫu có cường độ dưới 85% mác thiết kế.",D 
65,"Khi nghiệm thu vật liệu đầu vào các loại vật liệu sau đây, bắt buộc phải có giấy
chứng nhận hợp quy và công bố hợp quy mới được phép đưa vào sử dụng
trong công trình:
a. Kính dán nhiều lớp và kính an toàn nhiều lớp.
b. Xi măng.
c. Cửa nhôm, cửa gỗ.
d. Cả 3 câu trên đều đúng.",D 
66,"Bê tông móng mới thi công được phép ngập nước ngầm vào hố móng trong
trường hợp sau:
a. Không được phép ngập nước ngầm, bắt buộc phải bơm ra.
b. Được phép ngập trong nước ngầm khi cường độ bê tông móng đạt 30%
cường độ thiết kế.
c. Được phép ngập trong nước ngầm khi cường độ bê tông móng đạt 70%
cường độ thiết kế.
d. Luôn được phép ngập trong nước ngầm.",B 
67,"Khi kiểm tra biện pháp thi công cọc của nhà thầu, đơn vị tư vấn giám sát nên
lưu ý làm rõ các điều sau:
a. Dự kiến sự cố và cách xử lý.
b. Kế hoạch tài chính thi công cọc của nhà thầu.
c. Dự toán thi công của nhà thầu.
d. Khả năng đáp ứng công việc của Ban chỉ huy công trường.",A 
68,"Chỉ bắt đầu được hàn nối các đoạn cọc khi đáp ứng yêu cầu sau:
a. Kích thước bản mã đúng thiết kế.
b. Trục của đoạn cọc đã được kiểm tra độ thẳng đứng theo hai phương vuông
góc nhau.
c. Bề mặt ở đầu hai đoạn cọc nổi phải tiếp xúc khít nhau.
d. Tất cả các câu trên đều đúng.",D 
69,"Kiểm tra vật liệu cọc bê tông cốt thép tại nơi sản xuất bao gồm các khâu sau:
a. Sự đồng đều của lớp bê tông bảo vệ.
b. Các chứng chỉ xuất xưởng, kết quả thí nghiệm, cấp phối bê tông, đường kính
cốt thép, bước cốt đai.
c. Lưới thép tăng cường, vành thép bó đầu cọc, và các mối hàn.
d. Tất cả các câu trên đều đúng.",D 
70,"Kiểm tra nghiệm thu thiết bị ép cọc cần thỏa mãn các yêu cầu sau:
a. Công suất của thiết bị không nhỏ hơn 1.4 lần lực ép lớn nhất do thiết kế quy
định;
b. Lực ép của thiết bị đảm bảo không gây ra lực ngang lên cọc.
c. Chứng chỉ kiểm định còn hiệu lực và có bảng hiệu chỉnh kích do cơ quan
thẩm quyền cấp.
d. Cả 3 câu trên đều đúng.",D 
71,"Cọc được công nhận là ép xong khi thỏa mãn các điều kiện sau:
a. Chiều dài cọc đã ép vào đất không nhỏ hơn Lmin và không quá Lmax (Lmin
và Lmax là chiều dài nhỏ nhất và lớn nhất do thiết kế quy định);
b. Lực ép trước khi dừng trong khoảng từ Pmin và Pmax (Pmin và Pmax là lực
ép nhỏ nhất và lớn nhất do thiết kế quy định)
c. Phải đồng thời thỏa mãn 2 điều kiện trên.
d. Chỉ cần thỏa mãn một trong hai điều kiện trên.",C 
72,"Khi đóng cọc đến độ sâu thiết kế mà chưa đạt độ chối quy định, thì tư vấn giám
sát cần yêu cầu:
a. Nhà thầu kiểm tra lại quy trình đóng cọc.
b. Thực hiện các thí nghiệm kiểm tra độ nguyên vẹn của cọc (PIT) và thí
nghiệm PDA, báo đơn vị tư vấn thiết kế xử lý.
c. Tiến hành đóng bù sau khi cọc được “nghỉ” và đã xác định nguyên nhân.
d. Thực hiện đầy đủ theo các yêu cầu như trên.",D 
