stt,question,answer
37,"Dự án đầu tư xây dựng sử dụng vốn ODA thì thực hiện theo quy định nào?
a. Theo quy định của Hiệp định vay vốn mà Việt Nam ký kết với tổ chức cho
vay
b. Theo pháp luật về xây dựng
c. Theo quy định của Hiệp định vay vốn mà Việt Nam ký kết với tổ chức cho
vay, các quy định của pháp luật về xây dựng và pháp luật khác liên quan
d. Theo quy định của Hiệp định vay vốn mà Việt Nam ký kết với tổ chức cho
vay và các quy định của pháp luật về xây dựng",C 
38,"Việc áp dụng tiêu chuẩn, quy chuẩn kỹ thuật trong hoạt động đầu tư xây dựng
phải tuân thủ theo những nguyên tắc nào?
a. Tuân thủ Quy chuẩn kỹ thuật quốc gia
b. Tiêu chuẩn được viện dẫn trong quy chuẩn kỹ thuật hoặc văn bản quy phạm
pháp luật khác có liên quan
c. Tiêu chuẩn được áp dụng trong hoạt động đầu tư xây dựng theo nguyên tắc
tự nguyện
d. Tất cả các quy định tại a, b và c",D 
39,"Việc giám sát đánh giá đầu tư đối với các dự án đầu tư xây dựng sử dụng vốn
đầu tư công, vốn nhà nước ngoài đầu tư công căn cứ vào các quy định nào?
a. Pháp luật về xây dựng
b. Pháp luật về đầu tư công
c. Pháp luật về đầu tư công và pháp luật về xây dựng
d. Pháp luật về đầu tư công, pháp luật về xây dựng và pháp luật khác có liên
quan",D 
40,"Những chủ thể nào bắt buộc phải mua bảo hiểm công trình trong thời gian thi
công xây dựng đối với công trình có ảnh hưởng đến an toàn cộng đồng, môi
trường, công trình có yêu cầu kỹ thuật đặc thù, điều kiện thi công xây dựng
phức tạp ?
a. Chủ đầu tư xây dựng công trình
b. Nhà thầu thi công xây dựng công trình
c. Nhà thầu tư vấn thiết kế xây dựng công trình
d. Cả 3 chủ thể nêu tại a, b và c",A 
41,"Nội dung nào sau đây là đúng quy định về trách nhiệm mua bảo hiểm bắt buộc
trong hoạt động đầu tư xây dựng?
a. Chủ đầu tư mua bảo hiểm công trình trong thời gian xây dựng đối với công
trình có ảnh hưởng đến an toàn cộng đồng, môi trường, công trình có yêu cầu
kỹ thuật đặc thù, điều kiện thi công xây dựng phức tạp;
b. Nhà thầu tư vấn mua bảo hiểm trách nhiệm nghề nghiệp tư vấn đầu tư xây
dựng đối với công việc khảo sát xây dựng, thiết kế xây dựng của công trình
xây dựng từ cấp II trở lên;
c. Cả nội dung a và b đều đúng
d. Các nội dung trên đều sai",C 
42,"Dự án đầu tư xây dựng được phân thành loại và nhóm A, B, C đối với các
nguồn vốn nào?
a. Nguồn vốn đầu tư công
b. Nguồn vốn nhà nước ngoài đầu tư công
c. Nguồn vốn khác không phải nguồn vốn nêu tại điểm a và b
d. Tất cả các nguồn vốn nêu tại điểm a, b và c.",D 
43,"Thời gian thẩm định thiết kế xây dựng triển khai sau thiết kế cơ sở đối với
công trình cấp II và cấp III của cơ quan chuyên môn về xây dựng, tính từ ngày
nhận đủ hồ sơ hợp lệ là:
a. Không quá 40 ngày
b. Không quá 30 ngày
c. Không quá 25 ngày
d. Không quá 20 ngày",B 
44,"Theo quy định của pháp luật về xây dựng, những công tác gì được liệt kê dưới
đây thuộc giai đoạn chuẩn bị dự án ?
a. Quyết định hoặc chấp thuận chủ trương đầu tư
b. Lập, thẩm định, phê duyệt Báo cáo nghiên cứu khả thi đầu tư xây dựng
c. Xin cấp phép xây dựng
d. Bao gồm công tác a và b",D 
45,"Theo quy định của pháp luật về xây dựng, công tác nào sau đây ở giai đoạn
thực hiện dự án ?
a. Thanh toán khối lượng xây lắp hoàn thành
b. Giám sát thi công xây dựng;
c. Vận hành, chạy thử; nghiệm thu hoàn thành công trình xây dựng
d. Tất cả các công tác trên",D 
46,"Theo quy định của pháp luật về xây dựng, công trình xây dựng được phân cấp
phục vụ quản lý hoạt động đầu tư xây dựng trên cơ sở các căn cứ nào?
a. Quy mô, mức độ quan trọng, thông số kỹ thuật của công trình
b. Thời hạn sử dụng, vật liệu
c. Yêu cầu xây dựng công trình
d. Tất cả các căn cứ trên",A 
47,"Việc phân loại công trình xây dựng theo quy định của pháp luật về xây dựng
trên cơ sở tiêu chí nào?
a. Theo tính chất kết cấu và công năng sử dụng công trình
b. Theo kiến trúc công trình
c. Do người quyết định đầu tư quy định
d. Do chủ đầu tư quy định",A 
48,"Những dự án đầu tư xây dựng nào có thể được phân chia thành các dự án thành
phần hoặc phân kỳ đầu tư để quản lý thực hiện như một dự án độc lập?
a. Dự án quan trọng quốc gia, dự án nhóm A
b. Khi mỗi dự án thành phần có thể vận hành, khai thác độc lập
c. Dự án nhóm B, C
d. Cả 3 phương án a, b và c",B 
49,"Dự án đầu tư xây dựng phải đáp ứng các yêu cầu nào dưới đây?
a. Phù hợp với quy hoạch và kế hoạch sử dụng đất tại địa phương nơi có dự án
đầu tư xây dựng
b. Có phương án công nghệ và phương án thiết kế xây dựng phù hợp
c. Bảo đảm chất lượng, an toàn trong xây dựng và bảo vệ môi trường
d. Cả 3 phương án trên",D 
50,"Các dự án đầu tư xây dựng có quy mô nhóm nào yêu cầu phải lập Báo cáo
nghiên cứu tiền khả thi để trình cấp có thẩm quyền quyết định hoặc chấp thuận
chủ trương đầu tư?
a. Dự án quan trọng quốc gia,
b. Dự án PPP theo quy định của pháp luật về đầu tư theo phương thức đối tác
công tư
c. Dự án nhóm A sử dụng vốn đầu tư công
d. Cả 3 phương án trên",D 
51,"Trừ trường hợp người quyết định đầu tư có yêu cầu lập Báo cáo nghiên cứu
khả thi đầu tư xây dựng, dự án đầu tư xây dựng công trình chỉ cần yêu cầu lập
Báo cáo kinh tế - kỹ thuật đầu tư xây dựng gồm trường hợp nào sau đây?
a. Dự án đầu tư xây dựng sử dụng cho mục đích tôn giáo
b. Dự án đầu tư xây dựng mới, sửa chữa, cải tạo, nâng cấp có tổng mức đầu tư
dưới 15 tỷ đồng (không bao gồm tiền sử dụng đất);
c. Cả trường hợp a và b
d. Không bao gồm a và b",C 
52,"Đối với dự án đầu tư xây dựng sử dụng vốn nhà nước ngoài đầu tư công, cơ
quan chuyên môn về xây dựng thẩm định đối với dự án nào sau đây ?
a. Dự án từ nhóm B trở lên;
b. Dự án có công trình ảnh hưởng lớn đến an toàn, lợi ích cộng đồng thuộc
chuyên ngành quản lý;
c. Đáp án a và b đúng
d. Các dư án trên địa bàn phụ trách",C 
53,"Đối với dự án đầu tư xây dựng sử dụng vốn đầu tư công, cơ quan chuyên môn
về xây dựng dựng thuộc Bộ quản lý công trình xây dựng chuyên ngành thẩm
định đối với dự án nào sau đây ?
a. Dự án nhóm A; dự án nhóm B do người đứng đầu cơ quan trung ương quyết
định đầu tư hoặc phân cấp, ủy quyền quyết định đầu tư;
b. Dự án được đầu tư xây dựng trên địa bàn hành chính từ 02 tỉnh trở lên;
c. Dự án do Thủ tướng Chính phủ giao;
d. Bao gồm tất cả các dự án trên.",D 
54,"Đối với dự án quan trọng quốc gia có công nghệ hạn chế chuyển giao sử dụng
vốn đầu tư công thì cơ quan nào sau đây thẩm định thiết kế công nghệ?
a. Sở Xây dựng
b. Cơ quan chuyên môn trực thuộc người quyết định đầu tư
c. Chủ đầu tư xây dựng
d. Hội đồng thẩm định nhà nước",D 
55,"Đối với các dự án đầu tư xây dựng điều chỉnh, cơ quan chuyên môn về xây
dựng thẩm định Báo cáo nghiên cứu khả thi điều chỉnh trong trường hợp nào
sau đây ?
a. Khi điều chỉnh dự án có thay đổi về mục tiêu, quy mô sử dụng đất, quy mô
đầu tư xây dựng;
b. Khi điều chỉnh làm tăng tổng mức đầu tư dự án đối với dự án sử dụng vốn
đầu tư công, dự án sử dụng vốn nhà nước ngoài đầu tư công;
c. Cả trường hợp a và b
d. Không bao gồm các trường hợp ở trên",C 
56,"Đối với nguồn vốn khác thì cơ quan chuyên môn về xây dựng thuộc các Bộ
quản lý công trình xây dựng chuyên ngành thẩm định những dự án nào ?
a. Dự án đầu tư xây dựng có công trình cấp đặc biệt, cấp I và cấp II, dự án
được đầu tư xây dựng trên địa bàn hành chính của 02 tỉnh trở lên
b. Dự án do Quốc hội, Thủ tướng Chính phủ chấp thuận chủ trương đầu tư; dự
án nhóm A; dự án đầu tư xây dựng có công trình cấp đặc biệt, cấp I; dự án
được đầu tư xây dựng trên địa bàn hành chính của 02 tỉnh trở lên
c. Dự án đầu tư xây dựng có công trình từ cấp III trở lên và dự án được đầu tư
xây dựng trên địa bàn hành chính của 02 tỉnh trở lên
d. Chỉ dự án nhóm A",B 
57,"Cơ quan chuyên môn về xây dựng thẩm định Báo cáo nghiên cứu khả thi đầu
tư xây dựng đối với các dự án nào sau đây?
a. Dự án sử dụng vốn đầu tư công; Dự án đầu tư xây dựng có quy mô từ nhóm
B trở lên hoặc có công trình ảnh hưởng lớn đến an toàn, lợi ích cộng đồng sử
dụng vốn nhà nước ngoài đầu tư công;
b. Dự án PPP; Dự án đầu tư xây dựng có quy mô lớn hoặc có công trình ảnh
hưởng lớn đến an toàn, lợi ích cộng đồng sử dụng vốn khác.
c. Cả a và b
d. Không bao gồm a và b",C 
58,"Người quyết định đầu tư thẩm định những nội dung nào của lập Báo cáo kinh
tế - kỹ thuật, đối với dự án sử dụng vốn đầu tư công, dự án sử dụng vốn nhà
nước ngoài đầu tư công?
a. Sự phù hợp về quy hoạch, mục tiêu, quy mô đầu tư và các yêu cầu khác
được xác định trong quyết định hoặc chấp thuận chủ trương đầu tư xây dựng;
b. Sự đáp ứng yêu cầu của thiết kế bản vẽ thi công về bảo đảm an toàn công
trình và biện pháp bảo đảm an toàn công trình lân cận;
c. Việc lập tổng mức đầu tư xây dựng, xác định giá trị tổng mức đầu tư xây
dựng;
d. Tất cả các nội dung ở trên",D 
59,"Hợp đồng trong hoạt động xây dựng theo hình thức giá có những loại nào?
a. Hình thức trọn gói, hình thức theo thời gian
b. Hình thức điều chỉnh giá, hình thức theo đơn giá cố định
c. Bao gồm các hình thức nêu tại a và b
d. Không có hình thức nào nêu tại a và b",C 
60,"Chức năng, nhiệm vụ của Ban QLDA chuyên ngành, ban QLDA khu vực do ai
quy định?
a. Người có thẩm quyền quyết định đầu tư
b. Người quyết định thành lập Ban QLDA chuyên ngành, ban QLDA khu vực
c. Cơ quan chuyên môn về xây dựng
d. Chủ đầu tư",B 
61,"Các dự án đầu tư xây dựng thuộc Tập đoàn kinh tế, Tổng công ty nhà nước
phải tuân thủ theo các quy định nào?
a. Điều lệ, quy chế hoạt động của Tập đoàn, Tổng công ty
b. Theo quy định pháp luật về xây dựng, pháp luật về đấu thầu và pháp luật
khác liên quan
c. Bao gồm a và b
d. Chỉ tuân thủ quy định của pháp luật về xây dựng",C 
62,"Theo quy định của pháp luật về xây dựng, đối với dự án sử dụng nguồn vốn
khác, chủ đầu tư có thể áp dụng hình thức quản lý dự án nào sau đây?
a. Chủ đầu tư sử dụng tư cách pháp nhân của mình và bộ máy chuyên môn trực
thuộc có đủ điều kiện, năng lực để quản lý dự án
b. Chủ đầu tư được thuê tổ chức, cá nhân có đủ điều kiện năng lực để quản lý
dự án
c. Đáp án a và b là đúng
d. Đáp án a và b là sai",C 
63,"Theo quy định của pháp luật về xây dựng, đối với các gói thầu sử dụng vốn
nhà nước ngoài đầu tư công thì hợp đồng xây dựng được ký kết vào thời điểm
nào?
a. Sau khi hoàn thành việc lựa chọn nhà thầu
b. Sau khi hoàn thành việc lựa chọn nhà thầu và kết thúc đàm phán hợp đồng
c. Trước khi khởi công xây dựng công trình
d. Cả 3 phương án a, b và c",B 
64,"Theo quy định của pháp luật về xây dựng, đối với các gói thầu sử dụng vốn
đầu tư công thì hợp đồng xây dựng được ký kết giữa bên giao thầu và bên nhận
thầu bằng hình thức nào?
a. Bằng văn bản thỏa thuận giữa bên giao thầu và bên nhận thầu để thực hiện
một phần công việc trong hoạt động đầu tư xây dựng.
b. Bằng văn bản thỏa thuận giữa bên giao thầu và bên nhận thầu để thực hiện
toàn bộ công việc trong hoạt động đầu tư xây dựng.
c. Phương án a hoặc b
d. Cả 2 phương án a và b",C 
65,"Theo quy định của pháp luật về xây dựng, đối với các gói thầu sử dụng vốn
đầu tư công, trường hợp bên nhận thầu là liên danh các nhà thầu thì khi ký kết
hợp đồng xây dựng với bên giao thầu những nhà thầu nào trong liên danh phải
cử đại diện hợp pháp của mình để ký hợp đồng?
a. Nhà thầu được liên danh các nhà thầu cử làm đại diện cho liên danh
b. Tất cả các nhà thầu tham gia trong liên danh
c. Phương án a hoặc b
d. Bất kể nhà thầu nào trong liên danh theo yêu cầu của bên giao thầu",C 
66,"Theo quy định của pháp luật về xây dựng, đối với các gói thầu sử dụng vốn
đầu tư công thì hiệu lực của hợp đồng xây dựng được tính từ thời điểm nào?
a. Từ ngày ký kết hợp đồng
b. Từ ngày bên giao thầu nhận được bảo đảm thực hiện hợp đồng của bên nhận
thầu
c. Từ ngày do bên giao thầu và bên nhận thầu thỏa thuận trong hợp đồng.
d. Bao gồm cả a, b và c",C 
67,"Đối với các gói thầu sử dụng vốn đầu tư công, việc điều chỉnh đơn giá thực
hiện hợp đồng chỉ được áp dụng đối với loại hợp đồng nào?
a. Hợp đồng theo đơn giá cố định; hợp đồng theo thời gian
b. Hợp đồng theo đơn giá điều chỉnh, hợp đồng theo thời gian
c. Cả a và b
d. a hoặc b",B 
68,"Trước khi ký kết hợp đồng EPC các bên phải thỏa thuận cụ thể những nội dung
chủ yếu nào sau đây?
a. Phạm vi công việc dự kiến thực hiện theo hợp đồng EPC; Vị trí xây dựng,
hướng tuyến công trình, loại, cấp công trình; quy mô, công suất và phương án
sản phẩm được lựa chọn, năng lực khai thác sử dụng;
b. Các thông tin về các tài liệu, số liệu về điều kiện tự nhiên, địa chất công
trình, địa chất thủy văn, thủy văn của khu vực nơi xây dựng công trình; Các
yêu cầu về thiết kế xây dựng và một số thông số thiết kế ban đầu;
c. Bao gồm cả nội dung a và b
d. Nội dung a hoặc b",C 
69,"Đối với các gói thầu thi công xây dựng sử dụng vốn đầu tư công, tiến độ thực
hiện hợp đồng được điều chỉnh trong các trường hợp nào?
a. Trong quá trình thực hiện hợp đồng xảy ra các trường hợp bất khả kháng
b. Do bên giao thầu thay đổi thiết kế hoặc bàn giao mặt bằng không đúng với
thỏa thuận trong hợp đồng
c. Đáp án a và b đúng
d. Các trường hợp trên đều không đúng",C 
70,"Hợp đồng EPC là loại hợp đồng thực hiện những công việc gì?
a. Thiết kế và thi công xây dựng
b. Thiết kế và cung cấp vật tư, thiết bị
c. Thiết kế - mua sắm vật tư, thiết bị - thi công xây dựng công trình
d. Lập dự án, thiết kế, cung cấp vật tư, thiết bị và thi công xây dựng",C 
71,"Đối với hợp đồng EPC ngoài tiến độ thi công cho từng giai đoạn của tổng thầu,
nhà thầu còn phải lập tiến độ thực hiện cho những công việc nào dưới đây?
a. Tiến độ cho công việc thiết kế
b. Tiến độ cho công việc cung cấp thiết bị và thi công xây dựng
c. Tiến độ cho công việc thiết kế - mua sắm vật tư, thiết bị - thi công xây dựng
công trình
d. Tiến độ cho công việc thiết kế và thi công xây dựng",C 
72,"Đối với các gói thầu sử dụng vốn đầu tư công, nhà thầu chính có quyền giao
100% công việc của hợp đồng đã ký kết với bên giao thầu cho nhà thầu phụ
không?
a. Có
b. Không
c. Tùy thuộc vào tình hình cụ thể và nhà thầu chính quyết định
d. Do bên giao thầu và bên nhận thầu thỏa thuận",B 
73,"Hồ sơ trình thẩm định báo cáo nghiên cứu khả thi đầu tư xây dựng không bao
gồm tài liệu nào dưới đây?
a. Tờ trình thẩm định báo cáo nghiên cứu khả thi
b. Thiết kế cơ sở của dự án
c. Thiết kế kỹ thuật của dự án
d. Giấy tờ liên quan đến đất đai",C 
74,"Công tác nào sau đây không nằm trong giai đoạn thực hiện dự án đầu tư xây
dựng?
a. Thẩm định, phê duyệt thiết kế bản vẽ thi công và dự toán
b. Lựa chọn nhà thầu thi công xây dựng
c. Thẩm định, phê duyệt dự án
d. Nghiệm thu công việc xây dựng",C 
